,Year_x,Period,Avg hrs per day sleeping,Standard Error,Type of Days,Age Group_x,Activity,Gender_x,Unique ID,Age Group_y,Year_y,Gender_y,Number with income (thousands),Mean income,"2022
dollars"
384,2015,Annual,9.15,0.091,Weekend days and holidays,65 years and over,Sleeping,Male,2015-65 years and over-Male,65 years and over,2015,Male,20660,48630,58870
385,2015,Annual,9.15,0.091,Weekend days and holidays,65 years and over,Sleeping,Male,2015-65 years and over-Male,65 years and over,2015,Male,12620,54760,66280
386,2015,Annual,9.15,0.091,Weekend days and holidays,65 years and over,Sleeping,Male,2015-65 years and over-Male,65 years and over,2015,Male,8040,39030,47240
387,2016,Annual,8.9,0.072,All days,65 years and over,Sleeping,Male,2016-65 years and over-Male,65 years and over,2016,Male,21600,50590,60700
388,2016,Annual,8.9,0.072,All days,65 years and over,Sleeping,Male,2016-65 years and over-Male,65 years and over,2016,Male,13320,56790,68140
389,2016,Annual,8.9,0.072,All days,65 years and over,Sleeping,Male,2016-65 years and over-Male,65 years and over,2016,Male,8282,40610,48720
390,2016,Annual,8.81,0.094,Nonholiday weekdays,65 years and over,Sleeping,Male,2016-65 years and over-Male,65 years and over,2016,Male,21600,50590,60700
391,2016,Annual,8.81,0.094,Nonholiday weekdays,65 years and over,Sleeping,Male,2016-65 years and over-Male,65 years and over,2016,Male,13320,56790,68140
392,2016,Annual,8.81,0.094,Nonholiday weekdays,65 years and over,Sleeping,Male,2016-65 years and over-Male,65 years and over,2016,Male,8282,40610,48720
393,2016,Annual,9.12,0.101,Weekend days and holidays,65 years and over,Sleeping,Male,2016-65 years and over-Male,65 years and over,2016,Male,21600,50590,60700
394,2016,Annual,9.12,0.101,Weekend days and holidays,65 years and over,Sleeping,Male,2016-65 years and over-Male,65 years and over,2016,Male,13320,56790,68140
395,2016,Annual,9.12,0.101,Weekend days and holidays,65 years and over,Sleeping,Male,2016-65 years and over-Male,65 years and over,2016,Male,8282,40610,48720
396,2017,Annual,8.75,0.077,All days,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,22440,54970,64820
397,2017,Annual,8.75,0.077,All days,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,13940,60900,71810
398,2017,Annual,8.75,0.077,All days,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,8498,45240,53350
399,2017,Annual,8.68,0.106,Nonholiday weekdays,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,22440,54970,64820
400,2017,Annual,8.68,0.106,Nonholiday weekdays,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,13940,60900,71810
401,2017,Annual,8.68,0.106,Nonholiday weekdays,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,8498,45240,53350
402,2017,Annual,8.89,0.116,Weekend days and holidays,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,22440,54970,64820
403,2017,Annual,8.89,0.116,Weekend days and holidays,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,13940,60900,71810
404,2017,Annual,8.89,0.116,Weekend days and holidays,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,8498,45240,53350
405,2003,Annual,8.65,0.022,All days,15 years and over,Sleeping,Female,2003-15 years and over-Female,15 years and over,2003,Female,102700,24630,37450
406,2003,Annual,9.34,0.029,Weekend days and holidays,15 years and over,Sleeping,Female,2003-15 years and over-Female,15 years and over,2003,Female,102700,24630,37450
407,2003,Annual,8.36,0.028,Nonholiday weekdays,15 years and over,Sleeping,Female,2003-15 years and over-Female,15 years and over,2003,Female,102700,24630,37450
408,2004,Annual,8.61,0.028,All days,15 years and over,Sleeping,Female,2004-15 years and over-Female,15 years and over,2004,Female,103400,25030,37120
409,2004,Annual,9.27,0.037,Weekend days and holidays,15 years and over,Sleeping,Female,2004-15 years and over-Female,15 years and over,2004,Female,103400,25030,37120
410,2004,Annual,8.33,0.038,Nonholiday weekdays,15 years and over,Sleeping,Female,2004-15 years and over-Female,15 years and over,2004,Female,103400,25030,37120
411,2005,Annual,8.71,0.029,All days,15 years and over,Sleeping,Female,2005-15 years and over-Female,15 years and over,2005,Female,104200,26260,37860
412,2005,Annual,9.34,0.042,Weekend days and holidays,15 years and over,Sleeping,Female,2005-15 years and over-Female,15 years and over,2005,Female,104200,26260,37860
413,2005,Annual,8.45,0.038,Nonholiday weekdays,15 years and over,Sleeping,Female,2005-15 years and over-Female,15 years and over,2005,Female,104200,26260,37860
414,2006,Annual,8.69,0.035,All days,15 years and over,Sleeping,Female,2006-15 years and over-Female,15 years and over,2006,Female,104600,28420,39810
415,2006,Annual,9.36,0.047,Weekend days and holidays,15 years and over,Sleeping,Female,2006-15 years and over-Female,15 years and over,2006,Female,104600,28420,39810
416,2006,Annual,8.4,0.045,Nonholiday weekdays,15 years and over,Sleeping,Female,2006-15 years and over-Female,15 years and over,2006,Female,104600,28420,39810
417,2007,Annual,8.63,0.03,All days,15 years and over,Sleeping,Female,2007-15 years and over-Female,15 years and over,2007,Female,105200,29250,39950
418,2007,Annual,9.24,0.043,Weekend days and holidays,15 years and over,Sleeping,Female,2007-15 years and over-Female,15 years and over,2007,Female,105200,29250,39950
419,2007,Annual,8.36,0.041,Nonholiday weekdays,15 years and over,Sleeping,Female,2007-15 years and over-Female,15 years and over,2007,Female,105200,29250,39950
420,2008,Annual,8.64,0.034,All days,15 years and over,Sleeping,Female,2008-15 years and over-Female,15 years and over,2008,Female,106400,29090,38320
421,2008,Annual,9.36,0.047,Weekend days and holidays,15 years and over,Sleeping,Female,2008-15 years and over-Female,15 years and over,2008,Female,106400,29090,38320
422,2008,Annual,8.33,0.044,Nonholiday weekdays,15 years and over,Sleeping,Female,2008-15 years and over-Female,15 years and over,2008,Female,106400,29090,38320
423,2009,Annual,8.73,0.03,All days,15 years and over,Sleeping,Female,2009-15 years and over-Female,15 years and over,2009,Female,106200,29720,39320
424,2009,Annual,9.34,0.045,Weekend days and holidays,15 years and over,Sleeping,Female,2009-15 years and over-Female,15 years and over,2009,Female,106200,29720,39320
425,2009,Annual,8.47,0.039,Nonholiday weekdays,15 years and over,Sleeping,Female,2009-15 years and over-Female,15 years and over,2009,Female,106200,29720,39320
426,2010,Annual,8.76,0.033,All days,15 years and over,Sleeping,Female,2010-15 years and over-Female,15 years and over,2010,Female,107200,29750,38820
427,2010,Annual,9.4,0.046,Weekend days and holidays,15 years and over,Sleeping,Female,2010-15 years and over-Female,15 years and over,2010,Female,107200,29750,38820
428,2010,Annual,8.49,0.042,Nonholiday weekdays,15 years and over,Sleeping,Female,2010-15 years and over-Female,15 years and over,2010,Female,107200,29750,38820
429,2011,Annual,8.8,0.035,All days,15 years and over,Sleeping,Female,2011-15 years and over-Female,15 years and over,2011,Female,108300,30550,38670
430,2011,Annual,9.39,0.054,Weekend days and holidays,15 years and over,Sleeping,Female,2011-15 years and over-Female,15 years and over,2011,Female,108300,30550,38670
431,2011,Annual,8.56,0.045,Nonholiday weekdays,15 years and over,Sleeping,Female,2011-15 years and over-Female,15 years and over,2011,Female,108300,30550,38670
432,2012,Annual,8.86,0.033,All days,15 years and over,Sleeping,Female,2012-15 years and over-Female,15 years and over,2012,Female,109400,31370,38950
433,2012,Annual,9.46,0.048,Weekend days and holidays,15 years and over,Sleeping,Female,2012-15 years and over-Female,15 years and over,2012,Female,109400,31370,38950
434,2012,Annual,8.6,0.043,Nonholiday weekdays,15 years and over,Sleeping,Female,2012-15 years and over-Female,15 years and over,2012,Female,109400,31370,38950
435,2013,Annual,8.82,0.034,All days,15 years and over,Sleeping,Female,2013-15 years and over-Female,15 years and over,2013,Female,112100,32450,39810
436,2013,Annual,9.38,0.052,Weekend days and holidays,15 years and over,Sleeping,Female,2013-15 years and over-Female,15 years and over,2013,Female,112100,32450,39810
437,2013,Annual,8.57,0.047,Nonholiday weekdays,15 years and over,Sleeping,Female,2013-15 years and over-Female,15 years and over,2013,Female,112100,32450,39810
438,2014,Annual,8.9,0.034,All days,15 years and over,Sleeping,Female,2014-15 years and over-Female,15 years and over,2014,Female,112600,32590,39420
439,2014,Annual,9.52,0.049,Weekend days and holidays,15 years and over,Sleeping,Female,2014-15 years and over-Female,15 years and over,2014,Female,112600,32590,39420
440,2014,Annual,8.63,0.042,Nonholiday weekdays,15 years and over,Sleeping,Female,2014-15 years and over-Female,15 years and over,2014,Female,112600,32590,39420
441,2015,Annual,8.9,0.033,All days,15 years and over,Sleeping,Female,2015-15 years and over-Female,15 years and over,2015,Female,114400,34450,41710
442,2015,Annual,9.46,0.047,Weekend days and holidays,15 years and over,Sleeping,Female,2015-15 years and over-Female,15 years and over,2015,Female,114400,34450,41710
443,2015,Annual,8.66,0.045,Nonholiday weekdays,15 years and over,Sleeping,Female,2015-15 years and over-Female,15 years and over,2015,Female,114400,34450,41710
444,2016,Annual,8.88,0.037,All days,15 years and over,Sleeping,Female,2016-15 years and over-Female,15 years and over,2016,Female,115400,36160,43380
445,2016,Annual,9.49,0.051,Weekend days and holidays,15 years and over,Sleeping,Female,2016-15 years and over-Female,15 years and over,2016,Female,115400,36160,43380
446,2016,Annual,8.62,0.047,Nonholiday weekdays,15 years and over,Sleeping,Female,2016-15 years and over-Female,15 years and over,2016,Female,115400,36160,43380
447,2017,Annual,8.9,0.037,All days,15 years and over,Sleeping,Female,2017-15 years and over-Female,15 years and over,2017,Female,116500,38400,45270
448,2017,Annual,9.49,0.05,Weekend days and holidays,15 years and over,Sleeping,Female,2017-15 years and over-Female,15 years and over,2017,Female,116500,38400,45270
449,2017,Annual,8.65,0.047,Nonholiday weekdays,15 years and over,Sleeping,Female,2017-15 years and over-Female,15 years and over,2017,Female,116500,38400,45270
450,2003,Annual,9.16,0.075,All days,15 to 24 years,Sleeping,Female,2003-15 to 24 years-Female,15 to 24 years,2003,Female,13590,10780,16380
451,2003,Annual,10.07,0.093,Weekend days and holidays,15 to 24 years,Sleeping,Female,2003-15 to 24 years-Female,15 to 24 years,2003,Female,13590,10780,16380
452,2003,Annual,8.78,0.1,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2003-15 to 24 years-Female,15 to 24 years,2003,Female,13590,10780,16380
453,2004,Annual,9.34,0.105,All days,15 to 24 years,Sleeping,Female,2004-15 to 24 years-Female,15 to 24 years,2004,Female,13590,11180,16580
454,2004,Annual,10.32,0.137,Weekend days and holidays,15 to 24 years,Sleeping,Female,2004-15 to 24 years-Female,15 to 24 years,2004,Female,13590,11180,16580
455,2004,Annual,8.93,0.144,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2004-15 to 24 years-Female,15 to 24 years,2004,Female,13590,11180,16580
456,2005,Annual,9.35,0.094,All days,15 to 24 years,Sleeping,Female,2005-15 to 24 years-Female,15 to 24 years,2005,Female,13480,11520,16610
457,2005,Annual,9.83,0.122,Weekend days and holidays,15 to 24 years,Sleeping,Female,2005-15 to 24 years-Female,15 to 24 years,2005,Female,13480,11520,16610
458,2005,Annual,9.15,0.125,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2005-15 to 24 years-Female,15 to 24 years,2005,Female,13480,11520,16610
459,2006,Annual,9.17,0.097,All days,15 to 24 years,Sleeping,Female,2006-15 to 24 years-Female,15 to 24 years,2006,Female,13270,12290,17220
460,2006,Annual,10.18,0.131,Weekend days and holidays,15 to 24 years,Sleeping,Female,2006-15 to 24 years-Female,15 to 24 years,2006,Female,13270,12290,17220
461,2006,Annual,8.75,0.131,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2006-15 to 24 years-Female,15 to 24 years,2006,Female,13270,12290,17220
462,2007,Annual,9.2,0.107,All days,15 to 24 years,Sleeping,Female,2007-15 to 24 years-Female,15 to 24 years,2007,Female,13160,12700,17340
463,2007,Annual,10.0,0.141,Weekend days and holidays,15 to 24 years,Sleeping,Female,2007-15 to 24 years-Female,15 to 24 years,2007,Female,13160,12700,17340
464,2007,Annual,8.84,0.133,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2007-15 to 24 years-Female,15 to 24 years,2007,Female,13160,12700,17340
465,2008,Annual,9.13,0.119,All days,15 to 24 years,Sleeping,Female,2008-15 to 24 years-Female,15 to 24 years,2008,Female,13260,12970,17080
466,2008,Annual,9.96,0.167,Weekend days and holidays,15 to 24 years,Sleeping,Female,2008-15 to 24 years-Female,15 to 24 years,2008,Female,13260,12970,17080
467,2008,Annual,8.76,0.15,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2008-15 to 24 years-Female,15 to 24 years,2008,Female,13260,12970,17080
468,2009,Annual,9.33,0.098,All days,15 to 24 years,Sleeping,Female,2009-15 to 24 years-Female,15 to 24 years,2009,Female,12800,12330,16310
469,2009,Annual,9.78,0.16,Weekend days and holidays,15 to 24 years,Sleeping,Female,2009-15 to 24 years-Female,15 to 24 years,2009,Female,12800,12330,16310
470,2009,Annual,9.13,0.13,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2009-15 to 24 years-Female,15 to 24 years,2009,Female,12800,12330,16310
471,2010,Annual,9.27,0.115,All days,15 to 24 years,Sleeping,Female,2010-15 to 24 years-Female,15 to 24 years,2010,Female,12540,12300,16050
472,2010,Annual,9.93,0.151,Weekend days and holidays,15 to 24 years,Sleeping,Female,2010-15 to 24 years-Female,15 to 24 years,2010,Female,12540,12300,16050
473,2010,Annual,9.0,0.15,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2010-15 to 24 years-Female,15 to 24 years,2010,Female,12540,12300,16050
474,2011,Annual,9.31,0.111,All days,15 to 24 years,Sleeping,Female,2011-15 to 24 years-Female,15 to 24 years,2011,Female,12930,12600,15940
475,2011,Annual,10.15,0.187,Weekend days and holidays,15 to 24 years,Sleeping,Female,2011-15 to 24 years-Female,15 to 24 years,2011,Female,12930,12600,15940
476,2011,Annual,8.96,0.134,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2011-15 to 24 years-Female,15 to 24 years,2011,Female,12930,12600,15940
477,2012,Annual,9.53,0.112,All days,15 to 24 years,Sleeping,Female,2012-15 to 24 years-Female,15 to 24 years,2012,Female,13130,13380,16610
478,2012,Annual,10.26,0.142,Weekend days and holidays,15 to 24 years,Sleeping,Female,2012-15 to 24 years-Female,15 to 24 years,2012,Female,13130,13380,16610
479,2012,Annual,9.22,0.152,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2012-15 to 24 years-Female,15 to 24 years,2012,Female,13130,13380,16610
480,2013,Annual,9.38,0.128,All days,15 to 24 years,Sleeping,Female,2013-15 to 24 years-Female,15 to 24 years,2013,Female,13400,14000,17180
481,2013,Annual,10.15,0.17,Weekend days and holidays,15 to 24 years,Sleeping,Female,2013-15 to 24 years-Female,15 to 24 years,2013,Female,13400,14000,17180
482,2013,Annual,9.07,0.174,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2013-15 to 24 years-Female,15 to 24 years,2013,Female,13400,14000,17180
483,2014,Annual,9.6,0.131,All days,15 to 24 years,Sleeping,Female,2014-15 to 24 years-Female,15 to 24 years,2014,Female,13410,13650,16510
484,2014,Annual,10.32,0.16,Weekend days and holidays,15 to 24 years,Sleeping,Female,2014-15 to 24 years-Female,15 to 24 years,2014,Female,13410,13650,16510
485,2014,Annual,9.3,0.168,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2014-15 to 24 years-Female,15 to 24 years,2014,Female,13410,13650,16510
486,2015,Annual,9.64,0.129,All days,15 to 24 years,Sleeping,Female,2015-15 to 24 years-Female,15 to 24 years,2015,Female,13430,14770,17880
487,2015,Annual,10.15,0.191,Weekend days and holidays,15 to 24 years,Sleeping,Female,2015-15 to 24 years-Female,15 to 24 years,2015,Female,13430,14770,17880
488,2015,Annual,9.42,0.154,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2015-15 to 24 years-Female,15 to 24 years,2015,Female,13430,14770,17880
489,2016,Annual,9.5,0.143,All days,15 to 24 years,Sleeping,Female,2016-15 to 24 years-Female,15 to 24 years,2016,Female,13470,15430,18510
490,2016,Annual,10.52,0.171,Weekend days and holidays,15 to 24 years,Sleeping,Female,2016-15 to 24 years-Female,15 to 24 years,2016,Female,13470,15430,18510
491,2016,Annual,9.09,0.181,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2016-15 to 24 years-Female,15 to 24 years,2016,Female,13470,15430,18510
492,2017,Annual,9.66,0.136,All days,15 to 24 years,Sleeping,Female,2017-15 to 24 years-Female,15 to 24 years,2017,Female,13230,17070,20130
493,2017,Annual,10.5,0.163,Weekend days and holidays,15 to 24 years,Sleeping,Female,2017-15 to 24 years-Female,15 to 24 years,2017,Female,13230,17070,20130
494,2017,Annual,9.31,0.178,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2017-15 to 24 years-Female,15 to 24 years,2017,Female,13230,17070,20130
495,2003,Annual,8.73,0.056,All days,25 to 34 years,Sleeping,Female,2003-25 to 34 years-Female,25 to 34 years,2003,Female,17160,26760,40690
496,2003,Annual,9.45,0.075,Weekend days and holidays,25 to 34 years,Sleeping,Female,2003-25 to 34 years-Female,25 to 34 years,2003,Female,17160,26760,40690
497,2003,Annual,8.44,0.075,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2003-25 to 34 years-Female,25 to 34 years,2003,Female,17160,26760,40690
498,2004,Annual,8.51,0.069,All days,25 to 34 years,Sleeping,Female,2004-25 to 34 years-Female,25 to 34 years,2004,Female,17040,26200,38860
499,2004,Annual,9.37,0.088,Weekend days and holidays,25 to 34 years,Sleeping,Female,2004-25 to 34 years-Female,25 to 34 years,2004,Female,17040,26200,38860
500,2004,Annual,8.16,0.088,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2004-25 to 34 years-Female,25 to 34 years,2004,Female,17040,26200,38860
501,2005,Annual,8.85,0.067,All days,25 to 34 years,Sleeping,Female,2005-25 to 34 years-Female,25 to 34 years,2005,Female,17060,26900,38770
502,2005,Annual,9.74,0.105,Weekend days and holidays,25 to 34 years,Sleeping,Female,2005-25 to 34 years-Female,25 to 34 years,2005,Female,17060,26900,38770
503,2005,Annual,8.47,0.084,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2005-25 to 34 years-Female,25 to 34 years,2005,Female,17060,26900,38770
504,2006,Annual,8.75,0.082,All days,25 to 34 years,Sleeping,Female,2006-25 to 34 years-Female,25 to 34 years,2006,Female,17150,29690,41600
505,2006,Annual,9.44,0.099,Weekend days and holidays,25 to 34 years,Sleeping,Female,2006-25 to 34 years-Female,25 to 34 years,2006,Female,17150,29690,41600
506,2006,Annual,8.45,0.111,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2006-25 to 34 years-Female,25 to 34 years,2006,Female,17150,29690,41600
507,2007,Annual,8.69,0.075,All days,25 to 34 years,Sleeping,Female,2007-25 to 34 years-Female,25 to 34 years,2007,Female,17240,31140,42530
508,2007,Annual,9.36,0.102,Weekend days and holidays,25 to 34 years,Sleeping,Female,2007-25 to 34 years-Female,25 to 34 years,2007,Female,17240,31140,42530
509,2007,Annual,8.41,0.099,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2007-25 to 34 years-Female,25 to 34 years,2007,Female,17240,31140,42530
510,2008,Annual,8.6,0.089,All days,25 to 34 years,Sleeping,Female,2008-25 to 34 years-Female,25 to 34 years,2008,Female,17450,29940,39440
511,2008,Annual,9.58,0.094,Weekend days and holidays,25 to 34 years,Sleeping,Female,2008-25 to 34 years-Female,25 to 34 years,2008,Female,17450,29940,39440
512,2008,Annual,8.2,0.119,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2008-25 to 34 years-Female,25 to 34 years,2008,Female,17450,29940,39440
513,2009,Annual,8.61,0.072,All days,25 to 34 years,Sleeping,Female,2009-25 to 34 years-Female,25 to 34 years,2009,Female,17500,30400,40210
514,2009,Annual,9.53,0.103,Weekend days and holidays,25 to 34 years,Sleeping,Female,2009-25 to 34 years-Female,25 to 34 years,2009,Female,17500,30400,40210
515,2009,Annual,8.23,0.087,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2009-25 to 34 years-Female,25 to 34 years,2009,Female,17500,30400,40210
516,2010,Annual,8.89,0.072,All days,25 to 34 years,Sleeping,Female,2010-25 to 34 years-Female,25 to 34 years,2010,Female,17510,30160,39350
517,2010,Annual,9.62,0.123,Weekend days and holidays,25 to 34 years,Sleeping,Female,2010-25 to 34 years-Female,25 to 34 years,2010,Female,17510,30160,39350
518,2010,Annual,8.59,0.09,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2010-25 to 34 years-Female,25 to 34 years,2010,Female,17510,30160,39350
519,2011,Annual,8.83,0.064,All days,25 to 34 years,Sleeping,Female,2011-25 to 34 years-Female,25 to 34 years,2011,Female,17640,31030,39280
520,2011,Annual,9.43,0.11,Weekend days and holidays,25 to 34 years,Sleeping,Female,2011-25 to 34 years-Female,25 to 34 years,2011,Female,17640,31030,39280
521,2011,Annual,8.57,0.084,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2011-25 to 34 years-Female,25 to 34 years,2011,Female,17640,31030,39280
522,2012,Annual,8.97,0.074,All days,25 to 34 years,Sleeping,Female,2012-25 to 34 years-Female,25 to 34 years,2012,Female,17820,31550,39180
523,2012,Annual,9.69,0.124,Weekend days and holidays,25 to 34 years,Sleeping,Female,2012-25 to 34 years-Female,25 to 34 years,2012,Female,17820,31550,39180
524,2012,Annual,8.65,0.091,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2012-25 to 34 years-Female,25 to 34 years,2012,Female,17820,31550,39180
525,2013,Annual,8.85,0.081,All days,25 to 34 years,Sleeping,Female,2013-25 to 34 years-Female,25 to 34 years,2013,Female,18230,31270,38360
526,2013,Annual,9.51,0.14,Weekend days and holidays,25 to 34 years,Sleeping,Female,2013-25 to 34 years-Female,25 to 34 years,2013,Female,18230,31270,38360
527,2013,Annual,8.56,0.096,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2013-25 to 34 years-Female,25 to 34 years,2013,Female,18230,31270,38360
528,2014,Annual,8.91,0.077,All days,25 to 34 years,Sleeping,Female,2014-25 to 34 years-Female,25 to 34 years,2014,Female,18380,32690,39540
529,2014,Annual,9.72,0.125,Weekend days and holidays,25 to 34 years,Sleeping,Female,2014-25 to 34 years-Female,25 to 34 years,2014,Female,18380,32690,39540
530,2014,Annual,8.57,0.102,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2014-25 to 34 years-Female,25 to 34 years,2014,Female,18380,32690,39540
531,2015,Annual,8.96,0.084,All days,25 to 34 years,Sleeping,Female,2015-25 to 34 years-Female,25 to 34 years,2015,Female,18860,35790,43320
532,2015,Annual,9.52,0.118,Weekend days and holidays,25 to 34 years,Sleeping,Female,2015-25 to 34 years-Female,25 to 34 years,2015,Female,18860,35790,43320
533,2015,Annual,8.71,0.112,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2015-25 to 34 years-Female,25 to 34 years,2015,Female,18860,35790,43320
534,2016,Annual,8.87,0.093,All days,25 to 34 years,Sleeping,Female,2016-25 to 34 years-Female,25 to 34 years,2016,Female,19270,35920,43100
535,2016,Annual,9.65,0.13,Weekend days and holidays,25 to 34 years,Sleeping,Female,2016-25 to 34 years-Female,25 to 34 years,2016,Female,19270,35920,43100
536,2016,Annual,8.54,0.124,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2016-25 to 34 years-Female,25 to 34 years,2016,Female,19270,35920,43100
537,2017,Annual,9.04,0.089,All days,25 to 34 years,Sleeping,Female,2017-25 to 34 years-Female,25 to 34 years,2017,Female,19410,37830,44600
538,2017,Annual,9.68,0.144,Weekend days and holidays,25 to 34 years,Sleeping,Female,2017-25 to 34 years-Female,25 to 34 years,2017,Female,19410,37830,44600
539,2017,Annual,8.78,0.113,Nonholiday weekdays,25 to 34 years,Sleeping,Female,2017-25 to 34 years-Female,25 to 34 years,2017,Female,19410,37830,44600
540,2003,Annual,8.48,0.053,All days,35 to 44 years,Sleeping,Female,2003-35 to 44 years-Female,35 to 44 years,2003,Female,20010,29850,45390
541,2003,Annual,9.31,0.06,Weekend days and holidays,35 to 44 years,Sleeping,Female,2003-35 to 44 years-Female,35 to 44 years,2003,Female,20010,29850,45390
542,2003,Annual,8.13,0.069,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2003-35 to 44 years-Female,35 to 44 years,2003,Female,20010,29850,45390
543,2004,Annual,8.3,0.062,All days,35 to 44 years,Sleeping,Female,2004-35 to 44 years-Female,35 to 44 years,2004,Female,19740,30780,45660
544,2004,Annual,8.98,0.08,Weekend days and holidays,35 to 44 years,Sleeping,Female,2004-35 to 44 years-Female,35 to 44 years,2004,Female,19740,30780,45660
545,2004,Annual,8.01,0.082,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2004-35 to 44 years-Female,35 to 44 years,2004,Female,19740,30780,45660
546,2005,Annual,8.38,0.054,All days,35 to 44 years,Sleeping,Female,2005-35 to 44 years-Female,35 to 44 years,2005,Female,19550,32150,46350
547,2005,Annual,9.26,0.083,Weekend days and holidays,35 to 44 years,Sleeping,Female,2005-35 to 44 years-Female,35 to 44 years,2005,Female,19550,32150,46350
548,2005,Annual,8.01,0.069,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2005-35 to 44 years-Female,35 to 44 years,2005,Female,19550,32150,46350
549,2006,Annual,8.49,0.073,All days,35 to 44 years,Sleeping,Female,2006-35 to 44 years-Female,35 to 44 years,2006,Female,19200,34760,48700
550,2006,Annual,9.28,0.113,Weekend days and holidays,35 to 44 years,Sleeping,Female,2006-35 to 44 years-Female,35 to 44 years,2006,Female,19200,34760,48700
551,2006,Annual,8.16,0.092,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2006-35 to 44 years-Female,35 to 44 years,2006,Female,19200,34760,48700
552,2007,Annual,8.41,0.071,All days,35 to 44 years,Sleeping,Female,2007-35 to 44 years-Female,35 to 44 years,2007,Female,18820,35410,48370
553,2007,Annual,9.23,0.087,Weekend days and holidays,35 to 44 years,Sleeping,Female,2007-35 to 44 years-Female,35 to 44 years,2007,Female,18820,35410,48370
554,2007,Annual,8.07,0.095,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2007-35 to 44 years-Female,35 to 44 years,2007,Female,18820,35410,48370
555,2008,Annual,8.44,0.06,All days,35 to 44 years,Sleeping,Female,2008-35 to 44 years-Female,35 to 44 years,2008,Female,18480,35540,46820
556,2008,Annual,9.27,0.108,Weekend days and holidays,35 to 44 years,Sleeping,Female,2008-35 to 44 years-Female,35 to 44 years,2008,Female,18480,35540,46820
557,2008,Annual,8.08,0.073,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2008-35 to 44 years-Female,35 to 44 years,2008,Female,18480,35540,46820
558,2009,Annual,8.53,0.069,All days,35 to 44 years,Sleeping,Female,2009-35 to 44 years-Female,35 to 44 years,2009,Female,17910,35930,47530
559,2009,Annual,9.25,0.09,Weekend days and holidays,35 to 44 years,Sleeping,Female,2009-35 to 44 years-Female,35 to 44 years,2009,Female,17910,35930,47530
560,2009,Annual,8.23,0.088,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2009-35 to 44 years-Female,35 to 44 years,2009,Female,17910,35930,47530
561,2010,Annual,8.5,0.072,All days,35 to 44 years,Sleeping,Female,2010-35 to 44 years-Female,35 to 44 years,2010,Female,17760,37210,48550
562,2010,Annual,9.35,0.089,Weekend days and holidays,35 to 44 years,Sleeping,Female,2010-35 to 44 years-Female,35 to 44 years,2010,Female,17760,37210,48550
563,2010,Annual,8.14,0.097,Nonholiday weekdays,35 to 44 years,Sleeping,Female,2010-35 to 44 years-Female,35 to 44 years,2010,Female,17760,37210,48550
