,Year_x,Period,Avg hrs per day sleeping,Standard Error,Type of Days,Age Group_x,Activity,Gender_x,Unique ID,Age Group_y,Year_y,Gender_y,Number with income (thousands),Mean income,"2022
dollars"
745,2010,Annual,8.96,0.092,Nonholiday weekdays,65 years and over,Sleeping,Female,2010-65 years and over-Female,65 years and over,2010,Female,11240,25590,33400
746,2010,Annual,8.96,0.092,Nonholiday weekdays,65 years and over,Sleeping,Female,2010-65 years and over-Female,65 years and over,2010,Female,10260,19360,25270
747,2011,Annual,9.09,0.069,All days,65 years and over,Sleeping,Female,2011-65 years and over-Female,65 years and over,2011,Female,22280,22960,29060
748,2011,Annual,9.09,0.069,All days,65 years and over,Sleeping,Female,2011-65 years and over-Female,65 years and over,2011,Female,11890,25770,32620
749,2011,Annual,9.09,0.069,All days,65 years and over,Sleeping,Female,2011-65 years and over-Female,65 years and over,2011,Female,10390,19740,24980
750,2011,Annual,9.29,0.094,Weekend days and holidays,65 years and over,Sleeping,Female,2011-65 years and over-Female,65 years and over,2011,Female,22280,22960,29060
751,2011,Annual,9.29,0.094,Weekend days and holidays,65 years and over,Sleeping,Female,2011-65 years and over-Female,65 years and over,2011,Female,11890,25770,32620
752,2011,Annual,9.29,0.094,Weekend days and holidays,65 years and over,Sleeping,Female,2011-65 years and over-Female,65 years and over,2011,Female,10390,19740,24980
753,2011,Annual,9.02,0.085,Nonholiday weekdays,65 years and over,Sleeping,Female,2011-65 years and over-Female,65 years and over,2011,Female,22280,22960,29060
754,2011,Annual,9.02,0.085,Nonholiday weekdays,65 years and over,Sleeping,Female,2011-65 years and over-Female,65 years and over,2011,Female,11890,25770,32620
755,2011,Annual,9.02,0.085,Nonholiday weekdays,65 years and over,Sleeping,Female,2011-65 years and over-Female,65 years and over,2011,Female,10390,19740,24980
756,2012,Annual,8.87,0.068,All days,65 years and over,Sleeping,Female,2012-65 years and over-Female,65 years and over,2012,Female,23050,23600,29310
757,2012,Annual,8.87,0.068,All days,65 years and over,Sleeping,Female,2012-65 years and over-Female,65 years and over,2012,Female,12540,26780,33250
758,2012,Annual,8.87,0.068,All days,65 years and over,Sleeping,Female,2012-65 years and over-Female,65 years and over,2012,Female,10510,19810,24590
759,2012,Annual,9.06,0.104,Weekend days and holidays,65 years and over,Sleeping,Female,2012-65 years and over-Female,65 years and over,2012,Female,23050,23600,29310
760,2012,Annual,9.06,0.104,Weekend days and holidays,65 years and over,Sleeping,Female,2012-65 years and over-Female,65 years and over,2012,Female,12540,26780,33250
761,2012,Annual,9.06,0.104,Weekend days and holidays,65 years and over,Sleeping,Female,2012-65 years and over-Female,65 years and over,2012,Female,10510,19810,24590
762,2012,Annual,8.79,0.089,Nonholiday weekdays,65 years and over,Sleeping,Female,2012-65 years and over-Female,65 years and over,2012,Female,23050,23600,29310
763,2012,Annual,8.79,0.089,Nonholiday weekdays,65 years and over,Sleeping,Female,2012-65 years and over-Female,65 years and over,2012,Female,12540,26780,33250
764,2012,Annual,8.79,0.089,Nonholiday weekdays,65 years and over,Sleeping,Female,2012-65 years and over-Female,65 years and over,2012,Female,10510,19810,24590
765,2013,Annual,8.9,0.063,All days,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,23790,26980,33100
766,2013,Annual,8.9,0.063,All days,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,13120,30490,37400
767,2013,Annual,8.9,0.063,All days,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,10670,22670,27810
768,2013,Annual,9.06,0.091,Weekend days and holidays,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,23790,26980,33100
769,2013,Annual,9.06,0.091,Weekend days and holidays,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,13120,30490,37400
770,2013,Annual,9.06,0.091,Weekend days and holidays,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,10670,22670,27810
771,2013,Annual,8.83,0.085,Nonholiday weekdays,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,23790,26980,33100
772,2013,Annual,8.83,0.085,Nonholiday weekdays,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,13120,30490,37400
773,2013,Annual,8.83,0.085,Nonholiday weekdays,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,10670,22670,27810
774,2014,Annual,9.02,0.066,All days,65 years and over,Sleeping,Female,2014-65 years and over-Female,65 years and over,2014,Female,24480,26170,31660
775,2014,Annual,9.02,0.066,All days,65 years and over,Sleeping,Female,2014-65 years and over-Female,65 years and over,2014,Female,13750,29530,35720
776,2014,Annual,9.02,0.066,All days,65 years and over,Sleeping,Female,2014-65 years and over-Female,65 years and over,2014,Female,10730,21860,26450
777,2014,Annual,9.13,0.094,Weekend days and holidays,65 years and over,Sleeping,Female,2014-65 years and over-Female,65 years and over,2014,Female,24480,26170,31660
778,2014,Annual,9.13,0.094,Weekend days and holidays,65 years and over,Sleeping,Female,2014-65 years and over-Female,65 years and over,2014,Female,13750,29530,35720
779,2014,Annual,9.13,0.094,Weekend days and holidays,65 years and over,Sleeping,Female,2014-65 years and over-Female,65 years and over,2014,Female,10730,21860,26450
780,2014,Annual,8.98,0.086,Nonholiday weekdays,65 years and over,Sleeping,Female,2014-65 years and over-Female,65 years and over,2014,Female,24480,26170,31660
781,2014,Annual,8.98,0.086,Nonholiday weekdays,65 years and over,Sleeping,Female,2014-65 years and over-Female,65 years and over,2014,Female,13750,29530,35720
782,2014,Annual,8.98,0.086,Nonholiday weekdays,65 years and over,Sleeping,Female,2014-65 years and over-Female,65 years and over,2014,Female,10730,21860,26450
783,2015,Annual,8.97,0.059,All days,65 years and over,Sleeping,Female,2015-65 years and over-Female,65 years and over,2015,Female,25270,27550,33350
784,2015,Annual,8.97,0.059,All days,65 years and over,Sleeping,Female,2015-65 years and over-Female,65 years and over,2015,Female,14290,30520,36940
785,2015,Annual,8.97,0.059,All days,65 years and over,Sleeping,Female,2015-65 years and over-Female,65 years and over,2015,Female,10980,23680,28670
786,2015,Annual,9.3,0.086,Weekend days and holidays,65 years and over,Sleeping,Female,2015-65 years and over-Female,65 years and over,2015,Female,25270,27550,33350
787,2015,Annual,9.3,0.086,Weekend days and holidays,65 years and over,Sleeping,Female,2015-65 years and over-Female,65 years and over,2015,Female,14290,30520,36940
788,2015,Annual,9.3,0.086,Weekend days and holidays,65 years and over,Sleeping,Female,2015-65 years and over-Female,65 years and over,2015,Female,10980,23680,28670
789,2015,Annual,8.83,0.074,Nonholiday weekdays,65 years and over,Sleeping,Female,2015-65 years and over-Female,65 years and over,2015,Female,25270,27550,33350
790,2015,Annual,8.83,0.074,Nonholiday weekdays,65 years and over,Sleeping,Female,2015-65 years and over-Female,65 years and over,2015,Female,14290,30520,36940
791,2015,Annual,8.83,0.074,Nonholiday weekdays,65 years and over,Sleeping,Female,2015-65 years and over-Female,65 years and over,2015,Female,10980,23680,28670
792,2016,Annual,8.97,0.054,All days,65 years and over,Sleeping,Female,2016-65 years and over-Female,65 years and over,2016,Female,25900,28540,34240
793,2016,Annual,8.97,0.054,All days,65 years and over,Sleeping,Female,2016-65 years and over-Female,65 years and over,2016,Female,14810,31700,38040
794,2016,Annual,8.97,0.054,All days,65 years and over,Sleeping,Female,2016-65 years and over-Female,65 years and over,2016,Female,11080,24310,29170
795,2016,Annual,9.1,0.081,Weekend days and holidays,65 years and over,Sleeping,Female,2016-65 years and over-Female,65 years and over,2016,Female,25900,28540,34240
796,2016,Annual,9.1,0.081,Weekend days and holidays,65 years and over,Sleeping,Female,2016-65 years and over-Female,65 years and over,2016,Female,14810,31700,38040
797,2016,Annual,9.1,0.081,Weekend days and holidays,65 years and over,Sleeping,Female,2016-65 years and over-Female,65 years and over,2016,Female,11080,24310,29170
798,2016,Annual,8.92,0.071,Nonholiday weekdays,65 years and over,Sleeping,Female,2016-65 years and over-Female,65 years and over,2016,Female,25900,28540,34240
799,2016,Annual,8.92,0.071,Nonholiday weekdays,65 years and over,Sleeping,Female,2016-65 years and over-Female,65 years and over,2016,Female,14810,31700,38040
800,2016,Annual,8.92,0.071,Nonholiday weekdays,65 years and over,Sleeping,Female,2016-65 years and over-Female,65 years and over,2016,Female,11080,24310,29170
801,2017,Annual,8.91,0.072,All days,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,26760,30570,36040
802,2017,Annual,8.91,0.072,All days,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,15310,34140,40250
803,2017,Annual,8.91,0.072,All days,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,11450,25790,30410
804,2017,Annual,9.15,0.1,Weekend days and holidays,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,26760,30570,36040
805,2017,Annual,9.15,0.1,Weekend days and holidays,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,15310,34140,40250
806,2017,Annual,9.15,0.1,Weekend days and holidays,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,11450,25790,30410
807,2017,Annual,8.81,0.091,Nonholiday weekdays,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,26760,30570,36040
808,2017,Annual,8.81,0.091,Nonholiday weekdays,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,15310,34140,40250
809,2017,Annual,8.81,0.091,Nonholiday weekdays,65 years and over,Sleeping,Female,2017-65 years and over-Female,65 years and over,2017,Female,11450,25790,30410
