,Year_x,Period,Avg hrs per day sleeping,Standard Error,Type of Days,Age Group_x,Activity,Gender_x,Unique ID,Age Group_y,Year_y,Gender_y,Number with income (thousands),Mean income,"2022
dollars"
336,2006,Annual,8.99,0.108,Nonholiday weekdays,65 years and over,Sleeping,Male,2006-65 years and over-Male,65 years and over,2006,Male,15060,35610,49880
337,2006,Annual,8.99,0.108,Nonholiday weekdays,65 years and over,Sleeping,Male,2006-65 years and over-Male,65 years and over,2006,Male,8517,39440,55240
338,2006,Annual,8.99,0.108,Nonholiday weekdays,65 years and over,Sleeping,Male,2006-65 years and over-Male,65 years and over,2006,Male,6547,30620,42900
339,2006,Annual,9.12,0.104,Weekend days and holidays,65 years and over,Sleeping,Male,2006-65 years and over-Male,65 years and over,2006,Male,15060,35610,49880
340,2006,Annual,9.12,0.104,Weekend days and holidays,65 years and over,Sleeping,Male,2006-65 years and over-Male,65 years and over,2006,Male,8517,39440,55240
341,2006,Annual,9.12,0.104,Weekend days and holidays,65 years and over,Sleeping,Male,2006-65 years and over-Male,65 years and over,2006,Male,6547,30620,42900
342,2007,Annual,8.91,0.102,All days,65 years and over,Sleeping,Male,2007-65 years and over-Male,65 years and over,2007,Male,15320,38470,52540
343,2007,Annual,8.91,0.102,All days,65 years and over,Sleeping,Male,2007-65 years and over-Male,65 years and over,2007,Male,8714,43830,59870
344,2007,Annual,8.91,0.102,All days,65 years and over,Sleeping,Male,2007-65 years and over-Male,65 years and over,2007,Male,6604,31390,42880
345,2007,Annual,8.79,0.133,Nonholiday weekdays,65 years and over,Sleeping,Male,2007-65 years and over-Male,65 years and over,2007,Male,15320,38470,52540
346,2007,Annual,8.79,0.133,Nonholiday weekdays,65 years and over,Sleeping,Male,2007-65 years and over-Male,65 years and over,2007,Male,8714,43830,59870
347,2007,Annual,8.79,0.133,Nonholiday weekdays,65 years and over,Sleeping,Male,2007-65 years and over-Male,65 years and over,2007,Male,6604,31390,42880
348,2007,Annual,9.21,0.118,Weekend days and holidays,65 years and over,Sleeping,Male,2007-65 years and over-Male,65 years and over,2007,Male,15320,38470,52540
349,2007,Annual,9.21,0.118,Weekend days and holidays,65 years and over,Sleeping,Male,2007-65 years and over-Male,65 years and over,2007,Male,8714,43830,59870
350,2007,Annual,9.21,0.118,Weekend days and holidays,65 years and over,Sleeping,Male,2007-65 years and over-Male,65 years and over,2007,Male,6604,31390,42880
351,2008,Annual,8.95,0.088,All days,65 years and over,Sleeping,Male,2008-65 years and over-Male,65 years and over,2008,Male,15910,39050,51440
352,2008,Annual,8.95,0.088,All days,65 years and over,Sleeping,Male,2008-65 years and over-Male,65 years and over,2008,Male,9191,44510,58640
353,2008,Annual,8.95,0.088,All days,65 years and over,Sleeping,Male,2008-65 years and over-Male,65 years and over,2008,Male,6722,31580,41610
354,2008,Annual,8.95,0.116,Nonholiday weekdays,65 years and over,Sleeping,Male,2008-65 years and over-Male,65 years and over,2008,Male,15910,39050,51440
355,2008,Annual,8.95,0.116,Nonholiday weekdays,65 years and over,Sleeping,Male,2008-65 years and over-Male,65 years and over,2008,Male,9191,44510,58640
356,2008,Annual,8.95,0.116,Nonholiday weekdays,65 years and over,Sleeping,Male,2008-65 years and over-Male,65 years and over,2008,Male,6722,31580,41610
357,2008,Annual,8.93,0.134,Weekend days and holidays,65 years and over,Sleeping,Male,2008-65 years and over-Male,65 years and over,2008,Male,15910,39050,51440
358,2008,Annual,8.93,0.134,Weekend days and holidays,65 years and over,Sleeping,Male,2008-65 years and over-Male,65 years and over,2008,Male,9191,44510,58640
359,2008,Annual,8.93,0.134,Weekend days and holidays,65 years and over,Sleeping,Male,2008-65 years and over-Male,65 years and over,2008,Male,6722,31580,41610
360,2009,Annual,8.83,0.085,All days,65 years and over,Sleeping,Male,2009-65 years and over-Male,65 years and over,2009,Male,16410,38750,51270
361,2009,Annual,8.83,0.085,All days,65 years and over,Sleeping,Male,2009-65 years and over-Male,65 years and over,2009,Male,9530,43930,58120
362,2009,Annual,8.83,0.085,All days,65 years and over,Sleeping,Male,2009-65 years and over-Male,65 years and over,2009,Male,6876,31570,41770
363,2009,Annual,8.68,0.116,Nonholiday weekdays,65 years and over,Sleeping,Male,2009-65 years and over-Male,65 years and over,2009,Male,16410,38750,51270
364,2009,Annual,8.68,0.116,Nonholiday weekdays,65 years and over,Sleeping,Male,2009-65 years and over-Male,65 years and over,2009,Male,9530,43930,58120
365,2009,Annual,8.68,0.116,Nonholiday weekdays,65 years and over,Sleeping,Male,2009-65 years and over-Male,65 years and over,2009,Male,6876,31570,41770
366,2009,Annual,9.19,0.106,Weekend days and holidays,65 years and over,Sleeping,Male,2009-65 years and over-Male,65 years and over,2009,Male,16410,38750,51270
367,2009,Annual,9.19,0.106,Weekend days and holidays,65 years and over,Sleeping,Male,2009-65 years and over-Male,65 years and over,2009,Male,9530,43930,58120
368,2009,Annual,9.19,0.106,Weekend days and holidays,65 years and over,Sleeping,Male,2009-65 years and over-Male,65 years and over,2009,Male,6876,31570,41770
369,2010,Annual,9,0.081,All days,65 years and over,Sleeping,Male,2010-65 years and over-Male,65 years and over,2010,Male,16970,39800,51940
370,2010,Annual,9,0.081,All days,65 years and over,Sleeping,Male,2010-65 years and over-Male,65 years and over,2010,Male,9776,46250,60350
371,2010,Annual,9,0.081,All days,65 years and over,Sleeping,Male,2010-65 years and over-Male,65 years and over,2010,Male,7190,31030,40490
372,2010,Annual,8.93,0.098,Nonholiday weekdays,65 years and over,Sleeping,Male,2010-65 years and over-Male,65 years and over,2010,Male,16970,39800,51940
373,2010,Annual,8.93,0.098,Nonholiday weekdays,65 years and over,Sleeping,Male,2010-65 years and over-Male,65 years and over,2010,Male,9776,46250,60350
374,2010,Annual,8.93,0.098,Nonholiday weekdays,65 years and over,Sleeping,Male,2010-65 years and over-Male,65 years and over,2010,Male,7190,31030,40490
375,2010,Annual,9.17,0.115,Weekend days and holidays,65 years and over,Sleeping,Male,2010-65 years and over-Male,65 years and over,2010,Male,16970,39800,51940
376,2010,Annual,9.17,0.115,Weekend days and holidays,65 years and over,Sleeping,Male,2010-65 years and over-Male,65 years and over,2010,Male,9776,46250,60350
377,2010,Annual,9.17,0.115,Weekend days and holidays,65 years and over,Sleeping,Male,2010-65 years and over-Male,65 years and over,2010,Male,7190,31030,40490
378,2011,Annual,9.05,0.092,All days,65 years and over,Sleeping,Male,2011-65 years and over-Male,65 years and over,2011,Male,17920,42250,53470
379,2011,Annual,9.05,0.092,All days,65 years and over,Sleeping,Male,2011-65 years and over-Male,65 years and over,2011,Male,10750,47980,60730
380,2011,Annual,9.05,0.092,All days,65 years and over,Sleeping,Male,2011-65 years and over-Male,65 years and over,2011,Male,7169,33650,42590
381,2011,Annual,8.97,0.119,Nonholiday weekdays,65 years and over,Sleeping,Male,2011-65 years and over-Male,65 years and over,2011,Male,17920,42250,53470
382,2011,Annual,8.97,0.119,Nonholiday weekdays,65 years and over,Sleeping,Male,2011-65 years and over-Male,65 years and over,2011,Male,10750,47980,60730
383,2011,Annual,8.97,0.119,Nonholiday weekdays,65 years and over,Sleeping,Male,2011-65 years and over-Male,65 years and over,2011,Male,7169,33650,42590
384,2011,Annual,9.25,0.125,Weekend days and holidays,65 years and over,Sleeping,Male,2011-65 years and over-Male,65 years and over,2011,Male,17920,42250,53470
385,2011,Annual,9.25,0.125,Weekend days and holidays,65 years and over,Sleeping,Male,2011-65 years and over-Male,65 years and over,2011,Male,10750,47980,60730
386,2011,Annual,9.25,0.125,Weekend days and holidays,65 years and over,Sleeping,Male,2011-65 years and over-Male,65 years and over,2011,Male,7169,33650,42590
387,2012,Annual,8.81,0.075,All days,65 years and over,Sleeping,Male,2012-65 years and over-Male,65 years and over,2012,Male,18800,44190,54860
388,2012,Annual,8.81,0.075,All days,65 years and over,Sleeping,Male,2012-65 years and over-Male,65 years and over,2012,Male,11320,49720,61740
389,2012,Annual,8.81,0.075,All days,65 years and over,Sleeping,Male,2012-65 years and over-Male,65 years and over,2012,Male,7479,35810,44460
390,2012,Annual,8.68,0.097,Nonholiday weekdays,65 years and over,Sleeping,Male,2012-65 years and over-Male,65 years and over,2012,Male,18800,44190,54860
391,2012,Annual,8.68,0.097,Nonholiday weekdays,65 years and over,Sleeping,Male,2012-65 years and over-Male,65 years and over,2012,Male,11320,49720,61740
392,2012,Annual,8.68,0.097,Nonholiday weekdays,65 years and over,Sleeping,Male,2012-65 years and over-Male,65 years and over,2012,Male,7479,35810,44460
393,2012,Annual,9.1,0.105,Weekend days and holidays,65 years and over,Sleeping,Male,2012-65 years and over-Male,65 years and over,2012,Male,18800,44190,54860
394,2012,Annual,9.1,0.105,Weekend days and holidays,65 years and over,Sleeping,Male,2012-65 years and over-Male,65 years and over,2012,Male,11320,49720,61740
395,2012,Annual,9.1,0.105,Weekend days and holidays,65 years and over,Sleeping,Male,2012-65 years and over-Male,65 years and over,2012,Male,7479,35810,44460
396,2013,Annual,8.83,0.078,All days,65 years and over,Sleeping,Male,2013-65 years and over-Male,65 years and over,2013,Male,19770,47080,57760
397,2013,Annual,8.83,0.078,All days,65 years and over,Sleeping,Male,2013-65 years and over-Male,65 years and over,2013,Male,19220,44850,55020
398,2013,Annual,8.83,0.078,All days,65 years and over,Sleeping,Male,2013-65 years and over-Male,65 years and over,2013,Male,12260,51370,63020
399,2013,Annual,8.83,0.078,All days,65 years and over,Sleeping,Male,2013-65 years and over-Male,65 years and over,2013,Male,11680,50680,62170
400,2013,Annual,8.83,0.078,All days,65 years and over,Sleeping,Male,2013-65 years and over-Male,65 years and over,2013,Male,7503,40070,49160
401,2013,Annual,8.83,0.078,All days,65 years and over,Sleeping,Male,2013-65 years and over-Male,65 years and over,2013,Male,7540,35820,43940
402,2013,Annual,8.67,0.099,Nonholiday weekdays,65 years and over,Sleeping,Male,2013-65 years and over-Male,65 years and over,2013,Male,19770,47080,57760
403,2013,Annual,8.67,0.099,Nonholiday weekdays,65 years and over,Sleeping,Male,2013-65 years and over-Male,65 years and over,2013,Male,19220,44850,55020
404,2013,Annual,8.67,0.099,Nonholiday weekdays,65 years and over,Sleeping,Male,2013-65 years and over-Male,65 years and over,2013,Male,12260,51370,63020
405,2013,Annual,8.67,0.099,Nonholiday weekdays,65 years and over,Sleeping,Male,2013-65 years and over-Male,65 years and over,2013,Male,11680,50680,62170
406,2013,Annual,8.67,0.099,Nonholiday weekdays,65 years and over,Sleeping,Male,2013-65 years and over-Male,65 years and over,2013,Male,7503,40070,49160
407,2013,Annual,8.67,0.099,Nonholiday weekdays,65 years and over,Sleeping,Male,2013-65 years and over-Male,65 years and over,2013,Male,7540,35820,43940
408,2013,Annual,9.2,0.091,Weekend days and holidays,65 years and over,Sleeping,Male,2013-65 years and over-Male,65 years and over,2013,Male,19770,47080,57760
409,2013,Annual,9.2,0.091,Weekend days and holidays,65 years and over,Sleeping,Male,2013-65 years and over-Male,65 years and over,2013,Male,19220,44850,55020
410,2013,Annual,9.2,0.091,Weekend days and holidays,65 years and over,Sleeping,Male,2013-65 years and over-Male,65 years and over,2013,Male,12260,51370,63020
411,2013,Annual,9.2,0.091,Weekend days and holidays,65 years and over,Sleeping,Male,2013-65 years and over-Male,65 years and over,2013,Male,11680,50680,62170
412,2013,Annual,9.2,0.091,Weekend days and holidays,65 years and over,Sleeping,Male,2013-65 years and over-Male,65 years and over,2013,Male,7503,40070,49160
413,2013,Annual,9.2,0.091,Weekend days and holidays,65 years and over,Sleeping,Male,2013-65 years and over-Male,65 years and over,2013,Male,7540,35820,43940
414,2014,Annual,8.96,0.087,All days,65 years and over,Sleeping,Male,2014-65 years and over-Male,65 years and over,2014,Male,19950,48350,58490
415,2014,Annual,8.96,0.087,All days,65 years and over,Sleeping,Male,2014-65 years and over-Male,65 years and over,2014,Male,12240,53200,64340
416,2014,Annual,8.96,0.087,All days,65 years and over,Sleeping,Male,2014-65 years and over-Male,65 years and over,2014,Male,7712,40660,49190
417,2014,Annual,8.9,0.113,Nonholiday weekdays,65 years and over,Sleeping,Male,2014-65 years and over-Male,65 years and over,2014,Male,19950,48350,58490
418,2014,Annual,8.9,0.113,Nonholiday weekdays,65 years and over,Sleeping,Male,2014-65 years and over-Male,65 years and over,2014,Male,12240,53200,64340
419,2014,Annual,8.9,0.113,Nonholiday weekdays,65 years and over,Sleeping,Male,2014-65 years and over-Male,65 years and over,2014,Male,7712,40660,49190
420,2014,Annual,9.1,0.105,Weekend days and holidays,65 years and over,Sleeping,Male,2014-65 years and over-Male,65 years and over,2014,Male,19950,48350,58490
421,2014,Annual,9.1,0.105,Weekend days and holidays,65 years and over,Sleeping,Male,2014-65 years and over-Male,65 years and over,2014,Male,12240,53200,64340
422,2014,Annual,9.1,0.105,Weekend days and holidays,65 years and over,Sleeping,Male,2014-65 years and over-Male,65 years and over,2014,Male,7712,40660,49190
423,2015,Annual,8.97,0.078,All days,65 years and over,Sleeping,Male,2015-65 years and over-Male,65 years and over,2015,Male,20660,48630,58870
424,2015,Annual,8.97,0.078,All days,65 years and over,Sleeping,Male,2015-65 years and over-Male,65 years and over,2015,Male,12620,54760,66280
425,2015,Annual,8.97,0.078,All days,65 years and over,Sleeping,Male,2015-65 years and over-Male,65 years and over,2015,Male,8040,39030,47240
426,2015,Annual,8.89,0.102,Nonholiday weekdays,65 years and over,Sleeping,Male,2015-65 years and over-Male,65 years and over,2015,Male,20660,48630,58870
427,2015,Annual,8.89,0.102,Nonholiday weekdays,65 years and over,Sleeping,Male,2015-65 years and over-Male,65 years and over,2015,Male,12620,54760,66280
428,2015,Annual,8.89,0.102,Nonholiday weekdays,65 years and over,Sleeping,Male,2015-65 years and over-Male,65 years and over,2015,Male,8040,39030,47240
429,2015,Annual,9.15,0.091,Weekend days and holidays,65 years and over,Sleeping,Male,2015-65 years and over-Male,65 years and over,2015,Male,20660,48630,58870
430,2015,Annual,9.15,0.091,Weekend days and holidays,65 years and over,Sleeping,Male,2015-65 years and over-Male,65 years and over,2015,Male,12620,54760,66280
431,2015,Annual,9.15,0.091,Weekend days and holidays,65 years and over,Sleeping,Male,2015-65 years and over-Male,65 years and over,2015,Male,8040,39030,47240
432,2016,Annual,8.9,0.072,All days,65 years and over,Sleeping,Male,2016-65 years and over-Male,65 years and over,2016,Male,21600,50590,60700
433,2016,Annual,8.9,0.072,All days,65 years and over,Sleeping,Male,2016-65 years and over-Male,65 years and over,2016,Male,13320,56790,68140
434,2016,Annual,8.9,0.072,All days,65 years and over,Sleeping,Male,2016-65 years and over-Male,65 years and over,2016,Male,8282,40610,48720
435,2016,Annual,8.81,0.094,Nonholiday weekdays,65 years and over,Sleeping,Male,2016-65 years and over-Male,65 years and over,2016,Male,21600,50590,60700
436,2016,Annual,8.81,0.094,Nonholiday weekdays,65 years and over,Sleeping,Male,2016-65 years and over-Male,65 years and over,2016,Male,13320,56790,68140
437,2016,Annual,8.81,0.094,Nonholiday weekdays,65 years and over,Sleeping,Male,2016-65 years and over-Male,65 years and over,2016,Male,8282,40610,48720
438,2016,Annual,9.12,0.101,Weekend days and holidays,65 years and over,Sleeping,Male,2016-65 years and over-Male,65 years and over,2016,Male,21600,50590,60700
439,2016,Annual,9.12,0.101,Weekend days and holidays,65 years and over,Sleeping,Male,2016-65 years and over-Male,65 years and over,2016,Male,13320,56790,68140
440,2016,Annual,9.12,0.101,Weekend days and holidays,65 years and over,Sleeping,Male,2016-65 years and over-Male,65 years and over,2016,Male,8282,40610,48720
441,2017,Annual,8.75,0.077,All days,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,22440,54970,64820
442,2017,Annual,8.75,0.077,All days,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,22450,52700,62140
443,2017,Annual,8.75,0.077,All days,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,13940,60900,71810
444,2017,Annual,8.75,0.077,All days,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,13970,58090,68500
445,2017,Annual,8.75,0.077,All days,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,8498,45240,53350
446,2017,Annual,8.75,0.077,All days,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,8481,43810,51650
447,2017,Annual,8.68,0.106,Nonholiday weekdays,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,22440,54970,64820
448,2017,Annual,8.68,0.106,Nonholiday weekdays,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,22450,52700,62140
449,2017,Annual,8.68,0.106,Nonholiday weekdays,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,13940,60900,71810
450,2017,Annual,8.68,0.106,Nonholiday weekdays,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,13970,58090,68500
451,2017,Annual,8.68,0.106,Nonholiday weekdays,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,8498,45240,53350
452,2017,Annual,8.68,0.106,Nonholiday weekdays,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,8481,43810,51650
453,2017,Annual,8.89,0.116,Weekend days and holidays,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,22440,54970,64820
454,2017,Annual,8.89,0.116,Weekend days and holidays,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,22450,52700,62140
455,2017,Annual,8.89,0.116,Weekend days and holidays,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,13940,60900,71810
456,2017,Annual,8.89,0.116,Weekend days and holidays,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,13970,58090,68500
457,2017,Annual,8.89,0.116,Weekend days and holidays,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,8498,45240,53350
458,2017,Annual,8.89,0.116,Weekend days and holidays,65 years and over,Sleeping,Male,2017-65 years and over-Male,65 years and over,2017,Male,8481,43810,51650
459,2003,Annual,8.65,0.022,All days,15 years and over,Sleeping,Female,2003-15 years and over-Female,15 years and over,2003,Female,102700,24630,37450
460,2003,Annual,9.34,0.029,Weekend days and holidays,15 years and over,Sleeping,Female,2003-15 years and over-Female,15 years and over,2003,Female,102700,24630,37450
461,2003,Annual,8.36,0.028,Nonholiday weekdays,15 years and over,Sleeping,Female,2003-15 years and over-Female,15 years and over,2003,Female,102700,24630,37450
462,2004,Annual,8.61,0.028,All days,15 years and over,Sleeping,Female,2004-15 years and over-Female,15 years and over,2004,Female,103400,25030,37120
463,2004,Annual,9.27,0.037,Weekend days and holidays,15 years and over,Sleeping,Female,2004-15 years and over-Female,15 years and over,2004,Female,103400,25030,37120
464,2004,Annual,8.33,0.038,Nonholiday weekdays,15 years and over,Sleeping,Female,2004-15 years and over-Female,15 years and over,2004,Female,103400,25030,37120
465,2005,Annual,8.71,0.029,All days,15 years and over,Sleeping,Female,2005-15 years and over-Female,15 years and over,2005,Female,104200,26260,37860
466,2005,Annual,9.34,0.042,Weekend days and holidays,15 years and over,Sleeping,Female,2005-15 years and over-Female,15 years and over,2005,Female,104200,26260,37860
467,2005,Annual,8.45,0.038,Nonholiday weekdays,15 years and over,Sleeping,Female,2005-15 years and over-Female,15 years and over,2005,Female,104200,26260,37860
468,2006,Annual,8.69,0.035,All days,15 years and over,Sleeping,Female,2006-15 years and over-Female,15 years and over,2006,Female,104600,28420,39810
469,2006,Annual,9.36,0.047,Weekend days and holidays,15 years and over,Sleeping,Female,2006-15 years and over-Female,15 years and over,2006,Female,104600,28420,39810
470,2006,Annual,8.4,0.045,Nonholiday weekdays,15 years and over,Sleeping,Female,2006-15 years and over-Female,15 years and over,2006,Female,104600,28420,39810
471,2007,Annual,8.63,0.03,All days,15 years and over,Sleeping,Female,2007-15 years and over-Female,15 years and over,2007,Female,105200,29250,39950
472,2007,Annual,9.24,0.043,Weekend days and holidays,15 years and over,Sleeping,Female,2007-15 years and over-Female,15 years and over,2007,Female,105200,29250,39950
473,2007,Annual,8.36,0.041,Nonholiday weekdays,15 years and over,Sleeping,Female,2007-15 years and over-Female,15 years and over,2007,Female,105200,29250,39950
474,2008,Annual,8.64,0.034,All days,15 years and over,Sleeping,Female,2008-15 years and over-Female,15 years and over,2008,Female,106400,29090,38320
475,2008,Annual,9.36,0.047,Weekend days and holidays,15 years and over,Sleeping,Female,2008-15 years and over-Female,15 years and over,2008,Female,106400,29090,38320
476,2008,Annual,8.33,0.044,Nonholiday weekdays,15 years and over,Sleeping,Female,2008-15 years and over-Female,15 years and over,2008,Female,106400,29090,38320
477,2009,Annual,8.73,0.03,All days,15 years and over,Sleeping,Female,2009-15 years and over-Female,15 years and over,2009,Female,106200,29720,39320
478,2009,Annual,9.34,0.045,Weekend days and holidays,15 years and over,Sleeping,Female,2009-15 years and over-Female,15 years and over,2009,Female,106200,29720,39320
479,2009,Annual,8.47,0.039,Nonholiday weekdays,15 years and over,Sleeping,Female,2009-15 years and over-Female,15 years and over,2009,Female,106200,29720,39320
480,2010,Annual,8.76,0.033,All days,15 years and over,Sleeping,Female,2010-15 years and over-Female,15 years and over,2010,Female,107200,29750,38820
481,2010,Annual,9.4,0.046,Weekend days and holidays,15 years and over,Sleeping,Female,2010-15 years and over-Female,15 years and over,2010,Female,107200,29750,38820
482,2010,Annual,8.49,0.042,Nonholiday weekdays,15 years and over,Sleeping,Female,2010-15 years and over-Female,15 years and over,2010,Female,107200,29750,38820
483,2011,Annual,8.8,0.035,All days,15 years and over,Sleeping,Female,2011-15 years and over-Female,15 years and over,2011,Female,108300,30550,38670
484,2011,Annual,9.39,0.054,Weekend days and holidays,15 years and over,Sleeping,Female,2011-15 years and over-Female,15 years and over,2011,Female,108300,30550,38670
485,2011,Annual,8.56,0.045,Nonholiday weekdays,15 years and over,Sleeping,Female,2011-15 years and over-Female,15 years and over,2011,Female,108300,30550,38670
486,2012,Annual,8.86,0.033,All days,15 years and over,Sleeping,Female,2012-15 years and over-Female,15 years and over,2012,Female,109400,31370,38950
487,2012,Annual,9.46,0.048,Weekend days and holidays,15 years and over,Sleeping,Female,2012-15 years and over-Female,15 years and over,2012,Female,109400,31370,38950
488,2012,Annual,8.6,0.043,Nonholiday weekdays,15 years and over,Sleeping,Female,2012-15 years and over-Female,15 years and over,2012,Female,109400,31370,38950
489,2013,Annual,8.82,0.034,All days,15 years and over,Sleeping,Female,2013-15 years and over-Female,15 years and over,2013,Female,112100,32450,39810
490,2013,Annual,8.82,0.034,All days,15 years and over,Sleeping,Female,2013-15 years and over-Female,15 years and over,2013,Female,110000,31970,39220
491,2013,Annual,9.38,0.052,Weekend days and holidays,15 years and over,Sleeping,Female,2013-15 years and over-Female,15 years and over,2013,Female,112100,32450,39810
492,2013,Annual,9.38,0.052,Weekend days and holidays,15 years and over,Sleeping,Female,2013-15 years and over-Female,15 years and over,2013,Female,110000,31970,39220
493,2013,Annual,8.57,0.047,Nonholiday weekdays,15 years and over,Sleeping,Female,2013-15 years and over-Female,15 years and over,2013,Female,112100,32450,39810
494,2013,Annual,8.57,0.047,Nonholiday weekdays,15 years and over,Sleeping,Female,2013-15 years and over-Female,15 years and over,2013,Female,110000,31970,39220
495,2014,Annual,8.9,0.034,All days,15 years and over,Sleeping,Female,2014-15 years and over-Female,15 years and over,2014,Female,112600,32590,39420
496,2014,Annual,9.52,0.049,Weekend days and holidays,15 years and over,Sleeping,Female,2014-15 years and over-Female,15 years and over,2014,Female,112600,32590,39420
497,2014,Annual,8.63,0.042,Nonholiday weekdays,15 years and over,Sleeping,Female,2014-15 years and over-Female,15 years and over,2014,Female,112600,32590,39420
498,2015,Annual,8.9,0.033,All days,15 years and over,Sleeping,Female,2015-15 years and over-Female,15 years and over,2015,Female,114400,34450,41710
499,2015,Annual,9.46,0.047,Weekend days and holidays,15 years and over,Sleeping,Female,2015-15 years and over-Female,15 years and over,2015,Female,114400,34450,41710
500,2015,Annual,8.66,0.045,Nonholiday weekdays,15 years and over,Sleeping,Female,2015-15 years and over-Female,15 years and over,2015,Female,114400,34450,41710
501,2016,Annual,8.88,0.037,All days,15 years and over,Sleeping,Female,2016-15 years and over-Female,15 years and over,2016,Female,115400,36160,43380
502,2016,Annual,9.49,0.051,Weekend days and holidays,15 years and over,Sleeping,Female,2016-15 years and over-Female,15 years and over,2016,Female,115400,36160,43380
503,2016,Annual,8.62,0.047,Nonholiday weekdays,15 years and over,Sleeping,Female,2016-15 years and over-Female,15 years and over,2016,Female,115400,36160,43380
504,2017,Annual,8.9,0.037,All days,15 years and over,Sleeping,Female,2017-15 years and over-Female,15 years and over,2017,Female,116500,38400,45270
505,2017,Annual,8.9,0.037,All days,15 years and over,Sleeping,Female,2017-15 years and over-Female,15 years and over,2017,Female,116600,37540,44260
506,2017,Annual,9.49,0.05,Weekend days and holidays,15 years and over,Sleeping,Female,2017-15 years and over-Female,15 years and over,2017,Female,116500,38400,45270
507,2017,Annual,9.49,0.05,Weekend days and holidays,15 years and over,Sleeping,Female,2017-15 years and over-Female,15 years and over,2017,Female,116600,37540,44260
508,2017,Annual,8.65,0.047,Nonholiday weekdays,15 years and over,Sleeping,Female,2017-15 years and over-Female,15 years and over,2017,Female,116500,38400,45270
509,2017,Annual,8.65,0.047,Nonholiday weekdays,15 years and over,Sleeping,Female,2017-15 years and over-Female,15 years and over,2017,Female,116600,37540,44260
510,2003,Annual,9.16,0.075,All days,15 to 24 years,Sleeping,Female,2003-15 to 24 years-Female,15 to 24 years,2003,Female,13590,10780,16380
511,2003,Annual,10.07,0.093,Weekend days and holidays,15 to 24 years,Sleeping,Female,2003-15 to 24 years-Female,15 to 24 years,2003,Female,13590,10780,16380
512,2003,Annual,8.78,0.1,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2003-15 to 24 years-Female,15 to 24 years,2003,Female,13590,10780,16380
513,2004,Annual,9.34,0.105,All days,15 to 24 years,Sleeping,Female,2004-15 to 24 years-Female,15 to 24 years,2004,Female,13590,11180,16580
514,2004,Annual,10.32,0.137,Weekend days and holidays,15 to 24 years,Sleeping,Female,2004-15 to 24 years-Female,15 to 24 years,2004,Female,13590,11180,16580
515,2004,Annual,8.93,0.144,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2004-15 to 24 years-Female,15 to 24 years,2004,Female,13590,11180,16580
516,2005,Annual,9.35,0.094,All days,15 to 24 years,Sleeping,Female,2005-15 to 24 years-Female,15 to 24 years,2005,Female,13480,11520,16610
517,2005,Annual,9.83,0.122,Weekend days and holidays,15 to 24 years,Sleeping,Female,2005-15 to 24 years-Female,15 to 24 years,2005,Female,13480,11520,16610
518,2005,Annual,9.15,0.125,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2005-15 to 24 years-Female,15 to 24 years,2005,Female,13480,11520,16610
519,2006,Annual,9.17,0.097,All days,15 to 24 years,Sleeping,Female,2006-15 to 24 years-Female,15 to 24 years,2006,Female,13270,12290,17220
520,2006,Annual,10.18,0.131,Weekend days and holidays,15 to 24 years,Sleeping,Female,2006-15 to 24 years-Female,15 to 24 years,2006,Female,13270,12290,17220
521,2006,Annual,8.75,0.131,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2006-15 to 24 years-Female,15 to 24 years,2006,Female,13270,12290,17220
522,2007,Annual,9.2,0.107,All days,15 to 24 years,Sleeping,Female,2007-15 to 24 years-Female,15 to 24 years,2007,Female,13160,12700,17340
523,2007,Annual,10,0.141,Weekend days and holidays,15 to 24 years,Sleeping,Female,2007-15 to 24 years-Female,15 to 24 years,2007,Female,13160,12700,17340
524,2007,Annual,8.84,0.133,Nonholiday weekdays,15 to 24 years,Sleeping,Female,2007-15 to 24 years-Female,15 to 24 years,2007,Female,13160,12700,17340
