,Year_x,Period,Avg hrs per day sleeping,Standard Error,Type of Days,Age Group_x,Activity,Gender_x,Unique ID,Age Group_y,Year_y,Gender_y,Number with income (thousands),Mean income,"2022
dollars"
701,2014,Annual,8.33,0.101,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2014-45 to 54 years-Female,45 to 54 years,2014,Female,19500,40740,49280
702,2015,Annual,8.49,0.08,All days,45 to 54 years,Sleeping,Female,2015-45 to 54 years-Female,45 to 54 years,2015,Female,19480,43630,52810
703,2015,Annual,9.4,0.105,Weekend days and holidays,45 to 54 years,Sleeping,Female,2015-45 to 54 years-Female,45 to 54 years,2015,Female,19480,43630,52810
704,2015,Annual,8.12,0.103,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2015-45 to 54 years-Female,45 to 54 years,2015,Female,19480,43630,52810
705,2016,Annual,8.71,0.112,All days,45 to 54 years,Sleeping,Female,2016-45 to 54 years-Female,45 to 54 years,2016,Female,19170,45960,55140
706,2016,Annual,9.3,0.145,Weekend days and holidays,45 to 54 years,Sleeping,Female,2016-45 to 54 years-Female,45 to 54 years,2016,Female,19170,45960,55140
707,2016,Annual,8.47,0.143,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2016-45 to 54 years-Female,45 to 54 years,2016,Female,19170,45960,55140
708,2017,Annual,8.52,0.098,All days,45 to 54 years,Sleeping,Female,2017-45 to 54 years-Female,45 to 54 years,2017,Female,19100,48790,57530
709,2017,Annual,8.52,0.098,All days,45 to 54 years,Sleeping,Female,2017-45 to 54 years-Female,45 to 54 years,2017,Female,19170,47450,55950
710,2017,Annual,9.22,0.149,Weekend days and holidays,45 to 54 years,Sleeping,Female,2017-45 to 54 years-Female,45 to 54 years,2017,Female,19100,48790,57530
711,2017,Annual,9.22,0.149,Weekend days and holidays,45 to 54 years,Sleeping,Female,2017-45 to 54 years-Female,45 to 54 years,2017,Female,19170,47450,55950
712,2017,Annual,8.22,0.128,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2017-45 to 54 years-Female,45 to 54 years,2017,Female,19100,48790,57530
713,2017,Annual,8.22,0.128,Nonholiday weekdays,45 to 54 years,Sleeping,Female,2017-45 to 54 years-Female,45 to 54 years,2017,Female,19170,47450,55950
714,2003,Annual,8.39,0.055,All days,55 to 64 years,Sleeping,Female,2003-55 to 64 years-Female,55 to 64 years,2003,Female,13420,27910,42430
715,2003,Annual,8.93,0.077,Weekend days and holidays,55 to 64 years,Sleeping,Female,2003-55 to 64 years-Female,55 to 64 years,2003,Female,13420,27910,42430
716,2003,Annual,8.17,0.073,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2003-55 to 64 years-Female,55 to 64 years,2003,Female,13420,27910,42430
717,2004,Annual,8.3,0.073,All days,55 to 64 years,Sleeping,Female,2004-55 to 64 years-Female,55 to 64 years,2004,Female,14080,28230,41870
718,2004,Annual,8.79,0.103,Weekend days and holidays,55 to 64 years,Sleeping,Female,2004-55 to 64 years-Female,55 to 64 years,2004,Female,14080,28230,41870
719,2004,Annual,8.1,0.092,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2004-55 to 64 years-Female,55 to 64 years,2004,Female,14080,28230,41870
720,2005,Annual,8.35,0.069,All days,55 to 64 years,Sleeping,Female,2005-55 to 64 years-Female,55 to 64 years,2005,Female,14640,30890,44530
721,2005,Annual,8.78,0.103,Weekend days and holidays,55 to 64 years,Sleeping,Female,2005-55 to 64 years-Female,55 to 64 years,2005,Female,14640,30890,44530
722,2005,Annual,8.17,0.093,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2005-55 to 64 years-Female,55 to 64 years,2005,Female,14640,30890,44530
723,2006,Annual,8.47,0.083,All days,55 to 64 years,Sleeping,Female,2006-55 to 64 years-Female,55 to 64 years,2006,Female,15070,33290,46630
724,2006,Annual,8.83,0.105,Weekend days and holidays,55 to 64 years,Sleeping,Female,2006-55 to 64 years-Female,55 to 64 years,2006,Female,15070,33290,46630
725,2006,Annual,8.32,0.102,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2006-55 to 64 years-Female,55 to 64 years,2006,Female,15070,33290,46630
726,2007,Annual,8.2,0.081,All days,55 to 64 years,Sleeping,Female,2007-55 to 64 years-Female,55 to 64 years,2007,Female,15600,33390,45610
727,2007,Annual,8.76,0.11,Weekend days and holidays,55 to 64 years,Sleeping,Female,2007-55 to 64 years-Female,55 to 64 years,2007,Female,15600,33390,45610
728,2007,Annual,7.98,0.105,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2007-55 to 64 years-Female,55 to 64 years,2007,Female,15600,33390,45610
729,2008,Annual,8.29,0.084,All days,55 to 64 years,Sleeping,Female,2008-55 to 64 years-Female,55 to 64 years,2008,Female,16140,34050,44860
730,2008,Annual,8.88,0.113,Weekend days and holidays,55 to 64 years,Sleeping,Female,2008-55 to 64 years-Female,55 to 64 years,2008,Female,16140,34050,44860
731,2008,Annual,8.04,0.098,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2008-55 to 64 years-Female,55 to 64 years,2008,Female,16140,34050,44860
732,2009,Annual,8.49,0.072,All days,55 to 64 years,Sleeping,Female,2009-55 to 64 years-Female,55 to 64 years,2009,Female,16690,34850,46100
733,2009,Annual,9.02,0.115,Weekend days and holidays,55 to 64 years,Sleeping,Female,2009-55 to 64 years-Female,55 to 64 years,2009,Female,16690,34850,46100
734,2009,Annual,8.27,0.101,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2009-55 to 64 years-Female,55 to 64 years,2009,Female,16690,34850,46100
735,2010,Annual,8.49,0.074,All days,55 to 64 years,Sleeping,Female,2010-55 to 64 years-Female,55 to 64 years,2010,Female,17630,34100,44490
736,2010,Annual,9.03,0.095,Weekend days and holidays,55 to 64 years,Sleeping,Female,2010-55 to 64 years-Female,55 to 64 years,2010,Female,17630,34100,44490
737,2010,Annual,8.27,0.093,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2010-55 to 64 years-Female,55 to 64 years,2010,Female,17630,34100,44490
738,2011,Annual,8.54,0.076,All days,55 to 64 years,Sleeping,Female,2011-55 to 64 years-Female,55 to 64 years,2011,Female,17870,36860,46650
739,2011,Annual,8.97,0.116,Weekend days and holidays,55 to 64 years,Sleeping,Female,2011-55 to 64 years-Female,55 to 64 years,2011,Female,17870,36860,46650
740,2011,Annual,8.35,0.097,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2011-55 to 64 years-Female,55 to 64 years,2011,Female,17870,36860,46650
741,2012,Annual,8.61,0.073,All days,55 to 64 years,Sleeping,Female,2012-55 to 64 years-Female,55 to 64 years,2012,Female,18100,38200,47430
742,2012,Annual,9.04,0.099,Weekend days and holidays,55 to 64 years,Sleeping,Female,2012-55 to 64 years-Female,55 to 64 years,2012,Female,18100,38200,47430
743,2012,Annual,8.44,0.101,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2012-55 to 64 years-Female,55 to 64 years,2012,Female,18100,38200,47430
744,2013,Annual,8.46,0.08,All days,55 to 64 years,Sleeping,Female,2013-55 to 64 years-Female,55 to 64 years,2013,Female,18840,39500,48460
745,2013,Annual,8.46,0.08,All days,55 to 64 years,Sleeping,Female,2013-55 to 64 years-Female,55 to 64 years,2013,Female,18360,37880,46480
746,2013,Annual,8.84,0.106,Weekend days and holidays,55 to 64 years,Sleeping,Female,2013-55 to 64 years-Female,55 to 64 years,2013,Female,18840,39500,48460
747,2013,Annual,8.84,0.106,Weekend days and holidays,55 to 64 years,Sleeping,Female,2013-55 to 64 years-Female,55 to 64 years,2013,Female,18360,37880,46480
748,2013,Annual,8.29,0.103,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2013-55 to 64 years-Female,55 to 64 years,2013,Female,18840,39500,48460
749,2013,Annual,8.29,0.103,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2013-55 to 64 years-Female,55 to 64 years,2013,Female,18360,37880,46480
750,2014,Annual,8.51,0.065,All days,55 to 64 years,Sleeping,Female,2014-55 to 64 years-Female,55 to 64 years,2014,Female,19000,37790,45710
751,2014,Annual,9.05,0.097,Weekend days and holidays,55 to 64 years,Sleeping,Female,2014-55 to 64 years-Female,55 to 64 years,2014,Female,19000,37790,45710
752,2014,Annual,8.29,0.085,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2014-55 to 64 years-Female,55 to 64 years,2014,Female,19000,37790,45710
753,2015,Annual,8.63,0.088,All days,55 to 64 years,Sleeping,Female,2015-55 to 64 years-Female,55 to 64 years,2015,Female,19480,39460,47770
754,2015,Annual,9.02,0.11,Weekend days and holidays,55 to 64 years,Sleeping,Female,2015-55 to 64 years-Female,55 to 64 years,2015,Female,19480,39460,47770
755,2015,Annual,8.47,0.116,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2015-55 to 64 years-Female,55 to 64 years,2015,Female,19480,39460,47770
756,2016,Annual,8.61,0.078,All days,55 to 64 years,Sleeping,Female,2016-55 to 64 years-Female,55 to 64 years,2016,Female,19710,43370,52040
757,2016,Annual,9.09,0.106,Weekend days and holidays,55 to 64 years,Sleeping,Female,2016-55 to 64 years-Female,55 to 64 years,2016,Female,19710,43370,52040
758,2016,Annual,8.4,0.101,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2016-55 to 64 years-Female,55 to 64 years,2016,Female,19710,43370,52040
759,2017,Annual,8.51,0.086,All days,55 to 64 years,Sleeping,Female,2017-55 to 64 years-Female,55 to 64 years,2017,Female,19750,44990,53050
760,2017,Annual,8.51,0.086,All days,55 to 64 years,Sleeping,Female,2017-55 to 64 years-Female,55 to 64 years,2017,Female,19750,43450,51230
761,2017,Annual,9.04,0.098,Weekend days and holidays,55 to 64 years,Sleeping,Female,2017-55 to 64 years-Female,55 to 64 years,2017,Female,19750,44990,53050
762,2017,Annual,9.04,0.098,Weekend days and holidays,55 to 64 years,Sleeping,Female,2017-55 to 64 years-Female,55 to 64 years,2017,Female,19750,43450,51230
763,2017,Annual,8.29,0.113,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2017-55 to 64 years-Female,55 to 64 years,2017,Female,19750,44990,53050
764,2017,Annual,8.29,0.113,Nonholiday weekdays,55 to 64 years,Sleeping,Female,2017-55 to 64 years-Female,55 to 64 years,2017,Female,19750,43450,51230
765,2003,Annual,8.84,0.049,All days,65 years and over,Sleeping,Female,2003-65 years and over-Female,65 years and over,2003,Female,19230,16820,25570
766,2003,Annual,8.84,0.049,All days,65 years and over,Sleeping,Female,2003-65 years and over-Female,65 years and over,2003,Female,9521,18330,27870
767,2003,Annual,8.84,0.049,All days,65 years and over,Sleeping,Female,2003-65 years and over-Female,65 years and over,2003,Female,9704,15340,23320
768,2003,Annual,9.18,0.072,Weekend days and holidays,65 years and over,Sleeping,Female,2003-65 years and over-Female,65 years and over,2003,Female,19230,16820,25570
769,2003,Annual,9.18,0.072,Weekend days and holidays,65 years and over,Sleeping,Female,2003-65 years and over-Female,65 years and over,2003,Female,9521,18330,27870
770,2003,Annual,9.18,0.072,Weekend days and holidays,65 years and over,Sleeping,Female,2003-65 years and over-Female,65 years and over,2003,Female,9704,15340,23320
771,2003,Annual,8.7,0.06,Nonholiday weekdays,65 years and over,Sleeping,Female,2003-65 years and over-Female,65 years and over,2003,Female,19230,16820,25570
772,2003,Annual,8.7,0.06,Nonholiday weekdays,65 years and over,Sleeping,Female,2003-65 years and over-Female,65 years and over,2003,Female,9521,18330,27870
773,2003,Annual,8.7,0.06,Nonholiday weekdays,65 years and over,Sleeping,Female,2003-65 years and over-Female,65 years and over,2003,Female,9704,15340,23320
774,2004,Annual,8.93,0.054,All days,65 years and over,Sleeping,Female,2004-65 years and over-Female,65 years and over,2004,Female,19350,17260,25600
775,2004,Annual,8.93,0.054,All days,65 years and over,Sleeping,Female,2004-65 years and over-Female,65 years and over,2004,Female,9526,19280,28590
776,2004,Annual,8.93,0.054,All days,65 years and over,Sleeping,Female,2004-65 years and over-Female,65 years and over,2004,Female,9824,15300,22690
777,2004,Annual,9.05,0.067,Weekend days and holidays,65 years and over,Sleeping,Female,2004-65 years and over-Female,65 years and over,2004,Female,19350,17260,25600
778,2004,Annual,9.05,0.067,Weekend days and holidays,65 years and over,Sleeping,Female,2004-65 years and over-Female,65 years and over,2004,Female,9526,19280,28590
779,2004,Annual,9.05,0.067,Weekend days and holidays,65 years and over,Sleeping,Female,2004-65 years and over-Female,65 years and over,2004,Female,9824,15300,22690
780,2004,Annual,8.88,0.071,Nonholiday weekdays,65 years and over,Sleeping,Female,2004-65 years and over-Female,65 years and over,2004,Female,19350,17260,25600
781,2004,Annual,8.88,0.071,Nonholiday weekdays,65 years and over,Sleeping,Female,2004-65 years and over-Female,65 years and over,2004,Female,9526,19280,28590
782,2004,Annual,8.88,0.071,Nonholiday weekdays,65 years and over,Sleeping,Female,2004-65 years and over-Female,65 years and over,2004,Female,9824,15300,22690
783,2005,Annual,8.95,0.07,All days,65 years and over,Sleeping,Female,2005-65 years and over-Female,65 years and over,2005,Female,19600,18200,26230
784,2005,Annual,8.95,0.07,All days,65 years and over,Sleeping,Female,2005-65 years and over-Female,65 years and over,2005,Female,9625,19890,28680
785,2005,Annual,8.95,0.07,All days,65 years and over,Sleeping,Female,2005-65 years and over-Female,65 years and over,2005,Female,9973,16560,23870
786,2005,Annual,9.28,0.119,Weekend days and holidays,65 years and over,Sleeping,Female,2005-65 years and over-Female,65 years and over,2005,Female,19600,18200,26230
787,2005,Annual,9.28,0.119,Weekend days and holidays,65 years and over,Sleeping,Female,2005-65 years and over-Female,65 years and over,2005,Female,9625,19890,28680
788,2005,Annual,9.28,0.119,Weekend days and holidays,65 years and over,Sleeping,Female,2005-65 years and over-Female,65 years and over,2005,Female,9973,16560,23870
789,2005,Annual,8.81,0.081,Nonholiday weekdays,65 years and over,Sleeping,Female,2005-65 years and over-Female,65 years and over,2005,Female,19600,18200,26230
790,2005,Annual,8.81,0.081,Nonholiday weekdays,65 years and over,Sleeping,Female,2005-65 years and over-Female,65 years and over,2005,Female,9625,19890,28680
791,2005,Annual,8.81,0.081,Nonholiday weekdays,65 years and over,Sleeping,Female,2005-65 years and over-Female,65 years and over,2005,Female,9973,16560,23870
792,2006,Annual,8.82,0.071,All days,65 years and over,Sleeping,Female,2006-65 years and over-Female,65 years and over,2006,Female,19760,19770,27700
793,2006,Annual,8.82,0.071,All days,65 years and over,Sleeping,Female,2006-65 years and over-Female,65 years and over,2006,Female,9781,21590,30240
794,2006,Annual,8.82,0.071,All days,65 years and over,Sleeping,Female,2006-65 years and over-Female,65 years and over,2006,Female,9975,17990,25200
795,2006,Annual,8.94,0.094,Weekend days and holidays,65 years and over,Sleeping,Female,2006-65 years and over-Female,65 years and over,2006,Female,19760,19770,27700
796,2006,Annual,8.94,0.094,Weekend days and holidays,65 years and over,Sleeping,Female,2006-65 years and over-Female,65 years and over,2006,Female,9781,21590,30240
797,2006,Annual,8.94,0.094,Weekend days and holidays,65 years and over,Sleeping,Female,2006-65 years and over-Female,65 years and over,2006,Female,9975,17990,25200
798,2006,Annual,8.77,0.097,Nonholiday weekdays,65 years and over,Sleeping,Female,2006-65 years and over-Female,65 years and over,2006,Female,19760,19770,27700
799,2006,Annual,8.77,0.097,Nonholiday weekdays,65 years and over,Sleeping,Female,2006-65 years and over-Female,65 years and over,2006,Female,9781,21590,30240
800,2006,Annual,8.77,0.097,Nonholiday weekdays,65 years and over,Sleeping,Female,2006-65 years and over-Female,65 years and over,2006,Female,9975,17990,25200
801,2007,Annual,8.91,0.071,All days,65 years and over,Sleeping,Female,2007-65 years and over-Female,65 years and over,2007,Female,20170,21050,28740
802,2007,Annual,8.91,0.071,All days,65 years and over,Sleeping,Female,2007-65 years and over-Female,65 years and over,2007,Female,10140,23280,31790
803,2007,Annual,8.91,0.071,All days,65 years and over,Sleeping,Female,2007-65 years and over-Female,65 years and over,2007,Female,10030,18790,25660
804,2007,Annual,9.13,0.104,Weekend days and holidays,65 years and over,Sleeping,Female,2007-65 years and over-Female,65 years and over,2007,Female,20170,21050,28740
805,2007,Annual,9.13,0.104,Weekend days and holidays,65 years and over,Sleeping,Female,2007-65 years and over-Female,65 years and over,2007,Female,10140,23280,31790
806,2007,Annual,9.13,0.104,Weekend days and holidays,65 years and over,Sleeping,Female,2007-65 years and over-Female,65 years and over,2007,Female,10030,18790,25660
807,2007,Annual,8.82,0.088,Nonholiday weekdays,65 years and over,Sleeping,Female,2007-65 years and over-Female,65 years and over,2007,Female,20170,21050,28740
808,2007,Annual,8.82,0.088,Nonholiday weekdays,65 years and over,Sleeping,Female,2007-65 years and over-Female,65 years and over,2007,Female,10140,23280,31790
809,2007,Annual,8.82,0.088,Nonholiday weekdays,65 years and over,Sleeping,Female,2007-65 years and over-Female,65 years and over,2007,Female,10030,18790,25660
810,2008,Annual,8.94,0.07,All days,65 years and over,Sleeping,Female,2008-65 years and over-Female,65 years and over,2008,Female,20590,21580,28440
811,2008,Annual,8.94,0.07,All days,65 years and over,Sleeping,Female,2008-65 years and over-Female,65 years and over,2008,Female,10510,23480,30930
812,2008,Annual,8.94,0.07,All days,65 years and over,Sleeping,Female,2008-65 years and over-Female,65 years and over,2008,Female,10080,19600,25830
813,2008,Annual,9.31,0.099,Weekend days and holidays,65 years and over,Sleeping,Female,2008-65 years and over-Female,65 years and over,2008,Female,20590,21580,28440
814,2008,Annual,9.31,0.099,Weekend days and holidays,65 years and over,Sleeping,Female,2008-65 years and over-Female,65 years and over,2008,Female,10510,23480,30930
815,2008,Annual,9.31,0.099,Weekend days and holidays,65 years and over,Sleeping,Female,2008-65 years and over-Female,65 years and over,2008,Female,10080,19600,25830
816,2008,Annual,8.79,0.086,Nonholiday weekdays,65 years and over,Sleeping,Female,2008-65 years and over-Female,65 years and over,2008,Female,20590,21580,28440
817,2008,Annual,8.79,0.086,Nonholiday weekdays,65 years and over,Sleeping,Female,2008-65 years and over-Female,65 years and over,2008,Female,10510,23480,30930
818,2008,Annual,8.79,0.086,Nonholiday weekdays,65 years and over,Sleeping,Female,2008-65 years and over-Female,65 years and over,2008,Female,10080,19600,25830
819,2009,Annual,8.96,0.067,All days,65 years and over,Sleeping,Female,2009-65 years and over-Female,65 years and over,2009,Female,20900,22630,29930
820,2009,Annual,8.96,0.067,All days,65 years and over,Sleeping,Female,2009-65 years and over-Female,65 years and over,2009,Female,10730,25230,33380
821,2009,Annual,8.96,0.067,All days,65 years and over,Sleeping,Female,2009-65 years and over-Female,65 years and over,2009,Female,10170,19880,26290
822,2009,Annual,9.21,0.083,Weekend days and holidays,65 years and over,Sleeping,Female,2009-65 years and over-Female,65 years and over,2009,Female,20900,22630,29930
823,2009,Annual,9.21,0.083,Weekend days and holidays,65 years and over,Sleeping,Female,2009-65 years and over-Female,65 years and over,2009,Female,10730,25230,33380
824,2009,Annual,9.21,0.083,Weekend days and holidays,65 years and over,Sleeping,Female,2009-65 years and over-Female,65 years and over,2009,Female,10170,19880,26290
825,2009,Annual,8.86,0.083,Nonholiday weekdays,65 years and over,Sleeping,Female,2009-65 years and over-Female,65 years and over,2009,Female,20900,22630,29930
826,2009,Annual,8.86,0.083,Nonholiday weekdays,65 years and over,Sleeping,Female,2009-65 years and over-Female,65 years and over,2009,Female,10730,25230,33380
827,2009,Annual,8.86,0.083,Nonholiday weekdays,65 years and over,Sleeping,Female,2009-65 years and over-Female,65 years and over,2009,Female,10170,19880,26290
828,2010,Annual,9.04,0.072,All days,65 years and over,Sleeping,Female,2010-65 years and over-Female,65 years and over,2010,Female,21500,22620,29520
829,2010,Annual,9.04,0.072,All days,65 years and over,Sleeping,Female,2010-65 years and over-Female,65 years and over,2010,Female,11240,25590,33400
830,2010,Annual,9.04,0.072,All days,65 years and over,Sleeping,Female,2010-65 years and over-Female,65 years and over,2010,Female,10260,19360,25270
831,2010,Annual,9.22,0.094,Weekend days and holidays,65 years and over,Sleeping,Female,2010-65 years and over-Female,65 years and over,2010,Female,21500,22620,29520
832,2010,Annual,9.22,0.094,Weekend days and holidays,65 years and over,Sleeping,Female,2010-65 years and over-Female,65 years and over,2010,Female,11240,25590,33400
833,2010,Annual,9.22,0.094,Weekend days and holidays,65 years and over,Sleeping,Female,2010-65 years and over-Female,65 years and over,2010,Female,10260,19360,25270
834,2010,Annual,8.96,0.092,Nonholiday weekdays,65 years and over,Sleeping,Female,2010-65 years and over-Female,65 years and over,2010,Female,21500,22620,29520
835,2010,Annual,8.96,0.092,Nonholiday weekdays,65 years and over,Sleeping,Female,2010-65 years and over-Female,65 years and over,2010,Female,11240,25590,33400
836,2010,Annual,8.96,0.092,Nonholiday weekdays,65 years and over,Sleeping,Female,2010-65 years and over-Female,65 years and over,2010,Female,10260,19360,25270
837,2011,Annual,9.09,0.069,All days,65 years and over,Sleeping,Female,2011-65 years and over-Female,65 years and over,2011,Female,22280,22960,29060
838,2011,Annual,9.09,0.069,All days,65 years and over,Sleeping,Female,2011-65 years and over-Female,65 years and over,2011,Female,11890,25770,32620
839,2011,Annual,9.09,0.069,All days,65 years and over,Sleeping,Female,2011-65 years and over-Female,65 years and over,2011,Female,10390,19740,24980
840,2011,Annual,9.29,0.094,Weekend days and holidays,65 years and over,Sleeping,Female,2011-65 years and over-Female,65 years and over,2011,Female,22280,22960,29060
841,2011,Annual,9.29,0.094,Weekend days and holidays,65 years and over,Sleeping,Female,2011-65 years and over-Female,65 years and over,2011,Female,11890,25770,32620
842,2011,Annual,9.29,0.094,Weekend days and holidays,65 years and over,Sleeping,Female,2011-65 years and over-Female,65 years and over,2011,Female,10390,19740,24980
843,2011,Annual,9.02,0.085,Nonholiday weekdays,65 years and over,Sleeping,Female,2011-65 years and over-Female,65 years and over,2011,Female,22280,22960,29060
844,2011,Annual,9.02,0.085,Nonholiday weekdays,65 years and over,Sleeping,Female,2011-65 years and over-Female,65 years and over,2011,Female,11890,25770,32620
845,2011,Annual,9.02,0.085,Nonholiday weekdays,65 years and over,Sleeping,Female,2011-65 years and over-Female,65 years and over,2011,Female,10390,19740,24980
846,2012,Annual,8.87,0.068,All days,65 years and over,Sleeping,Female,2012-65 years and over-Female,65 years and over,2012,Female,23050,23600,29310
847,2012,Annual,8.87,0.068,All days,65 years and over,Sleeping,Female,2012-65 years and over-Female,65 years and over,2012,Female,12540,26780,33250
848,2012,Annual,8.87,0.068,All days,65 years and over,Sleeping,Female,2012-65 years and over-Female,65 years and over,2012,Female,10510,19810,24590
849,2012,Annual,9.06,0.104,Weekend days and holidays,65 years and over,Sleeping,Female,2012-65 years and over-Female,65 years and over,2012,Female,23050,23600,29310
850,2012,Annual,9.06,0.104,Weekend days and holidays,65 years and over,Sleeping,Female,2012-65 years and over-Female,65 years and over,2012,Female,12540,26780,33250
851,2012,Annual,9.06,0.104,Weekend days and holidays,65 years and over,Sleeping,Female,2012-65 years and over-Female,65 years and over,2012,Female,10510,19810,24590
852,2012,Annual,8.79,0.089,Nonholiday weekdays,65 years and over,Sleeping,Female,2012-65 years and over-Female,65 years and over,2012,Female,23050,23600,29310
853,2012,Annual,8.79,0.089,Nonholiday weekdays,65 years and over,Sleeping,Female,2012-65 years and over-Female,65 years and over,2012,Female,12540,26780,33250
854,2012,Annual,8.79,0.089,Nonholiday weekdays,65 years and over,Sleeping,Female,2012-65 years and over-Female,65 years and over,2012,Female,10510,19810,24590
855,2013,Annual,8.9,0.063,All days,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,23790,26980,33100
856,2013,Annual,8.9,0.063,All days,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,23720,24940,30600
857,2013,Annual,8.9,0.063,All days,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,13120,30490,37400
858,2013,Annual,8.9,0.063,All days,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,13060,28460,34910
859,2013,Annual,8.9,0.063,All days,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,10670,22670,27810
860,2013,Annual,8.9,0.063,All days,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,10660,20640,25320
861,2013,Annual,9.06,0.091,Weekend days and holidays,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,23790,26980,33100
862,2013,Annual,9.06,0.091,Weekend days and holidays,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,23720,24940,30600
863,2013,Annual,9.06,0.091,Weekend days and holidays,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,13120,30490,37400
864,2013,Annual,9.06,0.091,Weekend days and holidays,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,13060,28460,34910
865,2013,Annual,9.06,0.091,Weekend days and holidays,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,10670,22670,27810
866,2013,Annual,9.06,0.091,Weekend days and holidays,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,10660,20640,25320
867,2013,Annual,8.83,0.085,Nonholiday weekdays,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,23790,26980,33100
868,2013,Annual,8.83,0.085,Nonholiday weekdays,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,23720,24940,30600
869,2013,Annual,8.83,0.085,Nonholiday weekdays,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,13120,30490,37400
870,2013,Annual,8.83,0.085,Nonholiday weekdays,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,13060,28460,34910
871,2013,Annual,8.83,0.085,Nonholiday weekdays,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,10670,22670,27810
872,2013,Annual,8.83,0.085,Nonholiday weekdays,65 years and over,Sleeping,Female,2013-65 years and over-Female,65 years and over,2013,Female,10660,20640,25320
873,2014,Annual,9.02,0.066,All days,65 years and over,Sleeping,Female,2014-65 years and over-Female,65 years and over,2014,Female,24480,26170,31660
874,2014,Annual,9.02,0.066,All days,65 years and over,Sleeping,Female,2014-65 years and over-Female,65 years and over,2014,Female,13750,29530,35720
875,2014,Annual,9.02,0.066,All days,65 years and over,Sleeping,Female,2014-65 years and over-Female,65 years and over,2014,Female,10730,21860,26450
876,2014,Annual,9.13,0.094,Weekend days and holidays,65 years and over,Sleeping,Female,2014-65 years and over-Female,65 years and over,2014,Female,24480,26170,31660
877,2014,Annual,9.13,0.094,Weekend days and holidays,65 years and over,Sleeping,Female,2014-65 years and over-Female,65 years and over,2014,Female,13750,29530,35720
878,2014,Annual,9.13,0.094,Weekend days and holidays,65 years and over,Sleeping,Female,2014-65 years and over-Female,65 years and over,2014,Female,10730,21860,26450
879,2014,Annual,8.98,0.086,Nonholiday weekdays,65 years and over,Sleeping,Female,2014-65 years and over-Female,65 years and over,2014,Female,24480,26170,31660
880,2014,Annual,8.98,0.086,Nonholiday weekdays,65 years and over,Sleeping,Female,2014-65 years and over-Female,65 years and over,2014,Female,13750,29530,35720
881,2014,Annual,8.98,0.086,Nonholiday weekdays,65 years and over,Sleeping,Female,2014-65 years and over-Female,65 years and over,2014,Female,10730,21860,26450
882,2015,Annual,8.97,0.059,All days,65 years and over,Sleeping,Female,2015-65 years and over-Female,65 years and over,2015,Female,25270,27550,33350
883,2015,Annual,8.97,0.059,All days,65 years and over,Sleeping,Female,2015-65 years and over-Female,65 years and over,2015,Female,14290,30520,36940
884,2015,Annual,8.97,0.059,All days,65 years and over,Sleeping,Female,2015-65 years and over-Female,65 years and over,2015,Female,10980,23680,28670
885,2015,Annual,9.3,0.086,Weekend days and holidays,65 years and over,Sleeping,Female,2015-65 years and over-Female,65 years and over,2015,Female,25270,27550,33350
